ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
BSI,BS EN IEC 60601-2-2,AMD1. Medical electrical equipment - Part 2-2. Particular requirements for the basic safety and essential performance of high frequency surgical equipment and high frequency surgical accessories,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iec-60601-2-2-amd1-medical-electrical-equipment-part-2-2-particular-requirements-for-the-basic-safety-and-essential-performance-of-high-frequency-surgical-equipment-and-high-frequency-surgical-accessories,
BSI,BS EN IEC 60601-2-3,AMD2. Medical electrical equipment - Part 2-3. Particular requirements for the basic safety and essential performance of short-wave therapy equipment,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iec-60601-2-3-amd2-medical-electrical-equipment-part-2-3-particular-requirements-for-the-basic-safety-and-essential-performance-of-short-wave-therapy-equipment,
BSI,BS EN 60601-2-6,AMD2. Medical electrical equipment - Part 2-6. Particular requirements for the basic safety and essential performance of microwave therapy equipment,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-60601-2-6-amd2-medical-electrical-equipment-part-2-6-particular-requirements-for-the-basic-safety-and-essential-performance-of-microwave-therapy-equipment,
BSI,BS EN IEC 60601-2-10,AMD2. Medical electrical equipment - Part 2-10. Particular requirements for the basic safety and essential performance of nerve and muscle stimulators,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iec-60601-2-10-amd2-medical-electrical-equipment-part-2-10-particular-requirements-for-the-basic-safety-and-essential-performance-of-nerve-and-muscle-stimulators,
BSI,BS EN ISO 80369-20,Small-bore connectors for liquids and gases in healthcare applications - Part 20. Common test methods,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-80369-20-small-bore-connectors-for-liquids-and-gases-in-healthcare-applications-part-20-common-test-methods,
BSI,BS EN ISO 14630,Non-active surgical implants. General requirements,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-14630-non-active-surgical-implants-general-requirements,
BSI,22/30400652 DC,Wheelchairs - Part 31. Lithium-based battery technology,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/wheelchairs-part-31-lithium-based-battery-technology,
BSI,BS EN 16585-2,"Railway applications. Design for PRM use. Equipment and components on board rolling stock - Part 2. Elements for sitting, standing and moving","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16585-2-railway-applications-design-for-prm-use-equipment-and-components-on-board-rolling-stock-part-2-elements-for-sitting-standing-and-moving,
BSI,BS EN 16585-1,Railway applications. Design for PRM use. Equipment and components onboard rolling stock - Part 1. Toilets,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16585-1-railway-applications-design-for-prm-use-equipment-and-components-onboard-rolling-stock-part-1-toilets,
BSI,BS EN 16585-3,Railway applications. Design for PRM use. Equipment and components on board rolling stock - Part 3. Clearways and internal doors,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16585-3-railway-applications-design-for-prm-use-equipment-and-components-on-board-rolling-stock-part-3-clearways-and-internal-doors,
BSI,BS EN 16584-1,Railway applications. Design for PRM use. General requirements - Part 1. Contrast,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16584-1-railway-applications-design-for-prm-use-general-requirements-part-1-contrast,
BSI,BS EN 16584-3,Railway applications. Design for PRM use. General requirements - Part 3. Optical and friction characteristics,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16584-3-railway-applications-design-for-prm-use-general-requirements-part-3-optical-and-friction-characteristics,
BSI,BS EN 16586-1,Railway applications. Design for PRM use. Accessibility of persons with reduced mobility to rolling stock - Part 1. Steps for access and egress,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16586-1-railway-applications-design-for-prm-use-accessibility-of-persons-with-reduced-mobility-to-rolling-stock-part-1-steps-for-access-and-egress,
BSI,BS EN 16586-2,Railway applications. Design for PRM use. Accessibility of persons with reduced mobility to rolling stock - Part 2. Boarding aids,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16586-2-railway-applications-design-for-prm-use-accessibility-of-persons-with-reduced-mobility-to-rolling-stock-part-2-boarding-aids,
BSI,BS EN 16587,Railway applications. Design for PRM Use. Requirements on obstacle free routes for infrastructure,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16587-railway-applications-design-for-prm-use-requirements-on-obstacle-free-routes-for-infrastructure,
BSI,BS EN ISO 22523,External limb prostheses and external orthoses. Requirements and test methods,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-22523-external-limb-prostheses-and-external-orthoses-requirements-and-test-methods,
BSI,BS EN ISO 5139,Dentistry. Polymer-based composite machinable blanks,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-5139-dentistry-polymer-based-composite-machinable-blanks,
BSI,BS EN ISO 23401-1,Dentistry. Chairside denture base relining materials - Part 1. Hard type materials,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-23401-1-dentistry-chairside-denture-base-relining-materials-part-1-hard-type-materials,
BSI,BS EN ISO 12870,Ophthalmic optics. Spectacle frames. Requirements and test methods,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-12870-ophthalmic-optics-spectacle-frames-requirements-and-test-methods,
BSI,BS ISO 5741,Pandemic response. Temporary medical facility,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-5741-pandemic-response-temporary-medical-facility,
BSI,BS ISO 8536-2,Infusion equipment for medical use - Part 2. Closures for infusion bottles,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-8536-2-infusion-equipment-for-medical-use-part-2-closures-for-infusion-bottles,
BSI,BS EN ISO 3630-2,Dentistry. Endodontic instruments - Part 2. Enlargers,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-3630-2-dentistry-endodontic-instruments-part-2-enlargers,
BSI,BS EN 80601-2-58,Medical electrical equipment - Part 2-58. Particular requirements for the basic safety and essential performance of lens removal devices and vitrectomy devices for ophthalmic surgery,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-80601-2-58-medical-electrical-equipment-part-2-58-particular-requirements-for-the-basic-safety-and-essential-performance-of-lens-removal-devices-and-vitrectomy-devices-for-ophthalmic-surgery,
BSI,BS EN IEC 60601-2-34,AMD1. Medical electrical equipment - Part 2-34. Particular requirements for the basic safety and essential performance of invasive blood pressure monitoring equipment,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iec-60601-2-34-amd1-medical-electrical-equipment-part-2-34-particular-requirements-for-the-basic-safety-and-essential-performance-of-invasive-blood-pressure-monitoring-equipment,
BSI,BS EN 80601-2-49,AMD 1. Medical electrical equipment - Part 2-49.Particular requirements for the basic safety and essential performance of multifunction patient monitors,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-80601-2-49-amd-1-medical-electrical-equipment-part-2-49-particular-requirements-for-the-basic-safety-and-essential-performance-of-multifunction-patient-monitors,
BSI,BS EN ISO 18562-4,Biocompatibility evaluation of breathing gas pathways in healthcare applications - Part 4. Tests for leachables in condensate,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-18562-4-biocompatibility-evaluation-of-breathing-gas-pathways-in-healthcare-applications-part-4-tests-for-leachables-in-condensate,
BSI,BS EN ISO 8362-2,AMD1. Injection containers and accessories - Part 2. Closures for injection vials,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-8362-2-amd1-injection-containers-and-accessories-part-2-closures-for-injection-vials,
BSI,BS EN ISO 8362-2,AMD1. Injection containers and accessories - Part 2. Closures for injection vials,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-8362-2-amd1-injection-containers-and-accessories-part-2-closures-for-injection-vials,
BSI,BS EN ISO 18562-1,Biocompatibility evaluation of breathing gas pathways in healthcare applications - Part 1. Evaluation and testing within a risk management process,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-18562-1-biocompatibility-evaluation-of-breathing-gas-pathways-in-healthcare-applications-part-1-evaluation-and-testing-within-a-risk-management-process,
BSI,BS EN ISO 18562-2,Biocompatibility evaluation of breathing gas pathways in healthcare applications - Part 2. Tests for emissions of particulate matter,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-18562-2-biocompatibility-evaluation-of-breathing-gas-pathways-in-healthcare-applications-part-2-tests-for-emissions-of-particulate-matter,
BSI,BS EN 13204,Powered rescue tools for fire and rescue service use. Safety and performance requirements,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-13204-powered-rescue-tools-for-fire-and-rescue-service-use-safety-and-performance-requirements,
BSI,BS EN ISO 14356,Dentistry. Duplicating material,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-14356-dentistry-duplicating-material,
BSI,BS EN 61010-1,"AMD2. Safety requirements for electrical equipment for measurement, control, and laboratory use - Part 1. General requirements","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-61010-1-amd2-safety-requirements-for-electrical-equipment-for-measurement-control-and-laboratory-use-part-1-general-requirements,
BSI,BS ISO 20658,Medical laboratories. Requirements for collection and transport of samples,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-20658-medical-laboratories-requirements-for-collection-and-transport-of-samples,
BSI,BS ISO 20658,Medical laboratories. Requirements for collection and transport of samples,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-20658-medical-laboratories-requirements-for-collection-and-transport-of-samples,
BSI,BS EN 60601-2-45,AMD2. Medical electrical equipment - Part 2-45. Particular requirements for the basic safety and essential performance of mammographic X-ray equipment and mammographic stereotactic devices,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-60601-2-45-amd2-medical-electrical-equipment-part-2-45-particular-requirements-for-the-basic-safety-and-essential-performance-of-mammographic-x-ray-equipment-and-mammographic-stereotactic-devices,
BSI,BS EN ISO 23500-2,Preparation and quality management of fluids for haemodialysis and related therapies - Part 2. Water treatment equipment for haemodialysis applications and related therapies,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-23500-2-preparation-and-quality-management-of-fluids-for-haemodialysis-and-related-therapies-part-2-water-treatment-equipment-for-haemodialysis-applications-and-related-therapies,
BSI,BS EN 60601-2-57,"Medical electrical equipment - Part 2-57. Particular requirements for the basic safety and essential performance of non-laser light source equipment intended for therapeutic, diagnostic, monitoring and cosmetic/aesthetic use","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-60601-2-57-medical-electrical-equipment-part-2-57-particular-requirements-for-the-basic-safety-and-essential-performance-of-non-laser-light-source-equipment-intended-for-therapeutic-diagnostic-monitoring-and-cosmetic-aesthetic-use,
BSI,22/30455477 DC,IEC 62083 ED.3.0 3rd DPC. Medical electrical equipment. Requirements for the safety of radiotherapy treatment planning systems,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/iec-62083-ed-3-0-3rd-dpc-medical-electrical-equipment-requirements-for-the-safety-of-radiotherapy-treatment-planning-systems,
BSI,22/30455555 DC,EN 1865-6. Patient handling equipment used in ambulances. - Part 6. Powered chairs,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/en-1865-6-patient-handling-equipment-used-in-ambulances-part-6-powered-chairs,
BSI,BS EN ISO 80369-20,Small-bore connectors for liquids and gases in healthcare applications - Part 20. Common test methods,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-80369-20-small-bore-connectors-for-liquids-and-gases-in-healthcare-applications-part-20-common-test-methods-1,
BSI,BS ISO 13404-1,"Prosthetics and orthotics. External orthoses and orthotic components. Uses, functions, classification and description - Part 1. Lower limb orthosis","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-13404-1-prosthetics-and-orthotics-external-orthoses-and-orthotic-components-uses-functions-classification-and-description-part-1-lower-limb-orthosis,
BSI,BS EN 17915,"Chemical disinfectants and antiseptics. Quantitative carrier test method for the evaluation of virucidal activity of chemical disinfectants on hard non-porous surfaces in food, industrial, domestic and institutional areas. Test…","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-17915-chemical-disinfectants-and-antiseptics-quantitative-carrier-test-method-for-the-evaluation-of-virucidal-activity-of-chemical-disinfectants-on-hard-non-porous-surfaces-in-food-industrial-domestic-and-institutional-areas-test,
BSI,BS EN 16615,Chemical disinfectants and antiseptics. Quantitative test method for the evaluation of bactericidal and yeasticidal and/or fungicidal and/or tuberculocidal and/or mycobactericidal activity on non-porous surfaces with mechanical…,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-16615-chemical-disinfectants-and-antiseptics-quantitative-test-method-for-the-evaluation-of-bactericidal-and-yeasticidal-and-or-fungicidal-and-or-tuberculocidal-and-or-mycobactericidal-activity-on-non-porous-surfaces-with-mechanical,
BSI,BS EN 60601-2-37,Medical electrical equipment - Part 2-37. Particular requirements for the basic safety and essential performance of ultrasonic medical diagnostic and monitoring equipment,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-60601-2-37-medical-electrical-equipment-part-2-37-particular-requirements-for-the-basic-safety-and-essential-performance-of-ultrasonic-medical-diagnostic-and-monitoring-equipment,
BSI,BS EN ISO 15004-2,Ophthalmic instruments. Fundamental requirements and test methods - Part 2. Light hazard protection,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-15004-2-ophthalmic-instruments-fundamental-requirements-and-test-methods-part-2-light-hazard-protection-1,
BSI,BS EN ISO 11135,"Sterilization of health care products. Ethylene oxide. Requirements for the development, validation and routine control of a sterilization process for medical devices","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-11135-sterilization-of-health-care-products-ethylene-oxide-requirements-for-the-development-validation-and-routine-control-of-a-sterilization-process-for-medical-devices,
BSI,BS EN IEC 61267,Medical diagnostic X-ray equipment. Radiation conditions for use in the determination of characteristics,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iec-61267-medical-diagnostic-x-ray-equipment-radiation-conditions-for-use-in-the-determination-of-characteristics,
BSI,BS EN ISO 11137-1,"Sterilization of health care products. Radiation - Part 1. Requirements for development, validation and routine control of a sterilization process for medical devices","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-11137-1-sterilization-of-health-care-products-radiation-part-1-requirements-for-development-validation-and-routine-control-of-a-sterilization-process-for-medical-devices,
BSI,BS EN IEC 62359,Ultrasonics. Field characterization. Test methods for the determination of thermal and mechanical indices and acoustic intensities related to medical diagnostic ultrasonic fields,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iec-62359-ultrasonics-field-characterization-test-methods-for-the-determination-of-thermal-and-mechanical-indices-and-acoustic-intensities-related-to-medical-diagnostic-ultrasonic-fields,
BSI,BS EN ISO 25539-3,Cardiovascular implants. Endovascular devices - Part 3. Vena cava filters,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-25539-3-cardiovascular-implants-endovascular-devices-part-3-vena-cava-filters,
BSI,BS EN ISO 80369-1,Small-bore connectors for liquids and gases in healthcare applications - Part 1. General requirements,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-80369-1-small-bore-connectors-for-liquids-and-gases-in-healthcare-applications-part-1-general-requirements,
BSI,BS ISO 5910,Cardiovascular implants and extracorporeal systems. Cardiac valve repair devices,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-5910-cardiovascular-implants-and-extracorporeal-systems-cardiac-valve-repair-devices,
BSI,BS ISO 6559,Traditional Chinese Medicine. Sterile Three-Edge Needle for Single Use,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-6559-traditional-chinese-medicine-sterile-three-edge-needle-for-single-use,
BSI,BS ISO 5868,Ophthalmic optics and instruments. Anomaloscopes for the diagnosis of red-green colour vision deficiencies,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-5868-ophthalmic-optics-and-instruments-anomaloscopes-for-the-diagnosis-of-red-green-colour-vision-deficiencies,
BSI,BS EN ISO 7199,Cardiovascular implants and artificial organs. Blood-gas exchangers (oxygenators),"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-7199-cardiovascular-implants-and-artificial-organs-blood-gas-exchangers-oxygenators,
BSI,BS EN ISO 11139,AMD 1. Sterilization of health care products. Vocabulary of terms used in sterilization and related equipment and process standards,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-11139-amd-1-sterilization-of-health-care-products-vocabulary-of-terms-used-in-sterilization-and-related-equipment-and-process-standards,
BSI,BS EN ISO 18562-3,Biocompatibility evaluation of breathing gas pathways in healthcare applications - Part 3. Tests for emissions of volatile organic substances,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-18562-3-biocompatibility-evaluation-of-breathing-gas-pathways-in-healthcare-applications-part-3-tests-for-emissions-of-volatile-organic-substances,
BSI,BS ISO 25554,Ageing societies. Guidelines for promoting wellbeing in communities,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-25554-ageing-societies-guidelines-for-promoting-wellbeing-in-communities,
BSI,BS ISO 8417,Risk management of particulate contamination for devices with intravascular access,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-8417-risk-management-of-particulate-contamination-for-devices-with-intravascular-access,
BSI,BS EN ISO 7197,"Neurosurgical implants. Sterile, single-use hydrocephalus shunts","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-7197-neurosurgical-implants-sterile-single-use-hydrocephalus-shunts,
BSI,BS EN ISO 5832-1,Implants for surgery. Metallic materials - Part 1. Wrought stainless steel,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-5832-1-implants-for-surgery-metallic-materials-part-1-wrought-stainless-steel,
BSI,BS EN ISO 1135-4,"Transfusion equipment for medical use - Part 4. Transfusion sets for single use, gravity feed","""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-1135-4-transfusion-equipment-for-medical-use-part-4-transfusion-sets-for-single-use-gravity-feed,
BSI,BS EN ISO 1135-5,Transfusion equipment for medical use - Part 5. Transfusion sets for single use with pressure infusion apparatus,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-1135-5-transfusion-equipment-for-medical-use-part-5-transfusion-sets-for-single-use-with-pressure-infusion-apparatus,
BSI,23/30446376 DC,ISO 8284 Traditional Chinese medicine. Simplified accelerated stress simulation methods,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/iso-8284-traditional-chinese-medicine-simplified-accelerated-stress-simulation-methods,
BSI,23/30446376 DC,ISO 8284 Traditional Chinese medicine. Simplified accelerated stress simulation methods,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/iso-8284-traditional-chinese-medicine-simplified-accelerated-stress-simulation-methods,
BSI,BS EN IEC 61846,Ultrasonics. Pressure pulse lithotripters. Characteristics of fields,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iec-61846-ultrasonics-pressure-pulse-lithotripters-characteristics-of-fields,
BSI,BS EN ISO 5362,Anaesthetic and respiratory equipment. Anaesthetic reservoir bags,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-5362-anaesthetic-and-respiratory-equipment-anaesthetic-reservoir-bags,
BSI,BS ISO 8959,Traditional Chinese Medicin. Eucommia ulmoides stem bark,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-8959-traditional-chinese-medicin-eucommia-ulmoides-stem-bark,
BSI,BS ISO 9299,Traditional Chinese Medicine  Curcuma Longa rhizome,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-9299-traditional-chinese-medicine-curcuma-longa-rhizome,
BSI,BS ISO 21474-3,In vitro diagnostic medical devices. Multiplex molecular testing for nucleic acids - Part 3. Interpretation and reports,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-21474-3-in-vitro-diagnostic-medical-devices-multiplex-molecular-testing-for-nucleic-acids-part-3-interpretation-and-reports,
BSI,BS ISO 21474-3,In vitro diagnostic medical devices. Multiplex molecular testing for nucleic acids - Part 3. Interpretation and reports,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-iso-21474-3-in-vitro-diagnostic-medical-devices-multiplex-molecular-testing-for-nucleic-acids-part-3-interpretation-and-reports,
BSI,BS EN ISO 15883-2,Washer-disinfectors - Part 2. Requirements and tests for washer-disinfectors employing thermal disinfection for critical and semi-critical medical devices,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-15883-2-washer-disinfectors-part-2-requirements-and-tests-for-washer-disinfectors-employing-thermal-disinfection-for-critical-and-semi-critical-medical-devices,
BSI,BS EN ISO 15883-3,Washer-disinfectors - Part 3. Requirements and tests for washer-disinfectors employing thermal disinfection for human waste containers,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-15883-3-washer-disinfectors-part-3-requirements-and-tests-for-washer-disinfectors-employing-thermal-disinfection-for-human-waste-containers,
BSI,BS EN ISO 15883-3,Washer-disinfectors - Part 3. Requirements and tests for washer-disinfectors employing thermal disinfection for human waste containers,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-15883-3-washer-disinfectors-part-3-requirements-and-tests-for-washer-disinfectors-employing-thermal-disinfection-for-human-waste-containers,
BSI,BS EN IEC 60601-2-91,Particular requirement for basic safety and essential performance of non-thermal plasma wound treatment equipment,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iec-60601-2-91-particular-requirement-for-basic-safety-and-essential-performance-of-non-thermal-plasma-wound-treatment-equipment,
BSI,BS EN ISO 19045-2,Ophthalmic optics. Contact lens care products - Part 2. Method for evaluating disinfecting efficacy by contact lens care products using trophozoites of Acanthamoeba species as the challenge organisms,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/bs-en-iso-19045-2-ophthalmic-optics-contact-lens-care-products-part-2-method-for-evaluating-disinfecting-efficacy-by-contact-lens-care-products-using-trophozoites-of-acanthamoeba-species-as-the-challenge-organisms,
BSI,BS ISO 16971-1,Draft BS ISO 16971-1 Ophthalmic instruments . Optical coherence tomographs - Part 1: Optical coherence tomographs for the posterior segment of the human eye,"""Visit the link for more information""",https://knowledge.bsigroup.com/products/draft-bs-iso-16971-1-ophthalmic-instruments-optical-coherence-tomographs-part-1-optical-coherence-tomographs-for-the-posterior-segment-of-the-human-eye,
