ASD Acronym,Designation,Title of Standard,Abstract,Link
IMDRF,Outcome statement,Understanding POPs,Visit the link for more information,https://echa.europa.eu/understanding-pops
IMDRF,Outcome statement,Legislation,Visit the link for more information,https://echa.europa.eu/pops-legislation
IMDRF,Outcome statement,Understanding Waste Framework directive,Visit the link for more information,https://echa.europa.eu/understanding-wfd
IMDRF,Outcome statement,Waste Framework directive legislation,Visit the link for more information,https://echa.europa.eu/wfd-legislation
IMDRF,Outcome statement,Understanding the batteries regulations,Visit the link for more information,https://echa.europa.eu/understanding-batteries-regulation
IMDRF,Outcome statement,Legislation,Visit the link for more information,https://echa.europa.eu/batteries-legislation
IMDRF,Outcome statement,Understanding the Regulation on serious cross-border threats to health,Visit the link for more information,https://echa.europa.eu/understanding-the-serious-cross-border-threats-to-health-regulation
IMDRF,Outcome statement,Legislation,Visit the link for more information,https://echa.europa.eu/serious-cross-border-threats-legislation
IMDRF,Outcome statement,Understanding the Packaging and Packaging Waste Regulation,Visit the link for more information,https://echa.europa.eu/understanding-ppwr
IMDRF,Outcome statement,ECHA's activities under Packaging and Packaging Waste Regulation,Visit the link for more information,https://echa.europa.eu/echas-activities-under-ppwr
IMDRF,Outcome statement,Substances in focus,Visit the link for more information,https://echa.europa.eu/substances-of-potential-concern
IMDRF,Outcome statement,EU Chemicals Legislation Finder (EUCLEF),Visit the link for more information,https://echa.europa.eu/euclef
IMDRF,Outcome statement,Nanomaterials,Visit the link for more information,https://echa.europa.eu/regulations/nanomaterials
IMDRF,Outcome statement,Substitution of hazardous chemicals,Visit the link for more information,https://echa.europa.eu/substitution-to-safer-chemicals
IMDRF,Outcome statement,Appeals,Visit the link for more information,https://echa.europa.eu/regulations/appeals
IMDRF,Outcome statement,Enforcement,Visit the link for more information,https://echa.europa.eu/regulations/enforcement
IMDRF,Outcome statement,Consultations,Visit the link for more information,https://echa.europa.eu/consultations
IMDRF,Outcome statement,Substances of very high concern identification,Visit the link for more information,https://echa.europa.eu/substances-of-very-high-concern-identification
IMDRF,Outcome statement,Draft recommendation for inclusion in the Authorisation List and consultation,Visit the link for more information,https://echa.europa.eu/recommendation-for-inclusion-in-the-authorisation-list
IMDRF,Outcome statement,Applications for authorisation,Visit the link for more information,https://echa.europa.eu/applications-for-authorisation-consultation
IMDRF,Outcome statement,Submitted restrictions under consideration,Visit the link for more information,https://echa.europa.eu/restrictions-under-consideration
IMDRF,Outcome statement,Current calls for comments and evidence,Visit the link for more information,https://echa.europa.eu/calls-for-comments-and-evidence
IMDRF,Outcome statement,Current Testing Proposals,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/testing-proposals/current
IMDRF,Outcome statement,Harmonised classification and labelling,Visit the link for more information,https://echa.europa.eu/harmonised-classification-and-labelling-consultation
IMDRF,Outcome statement,Harmonised classification and labelling targeted consultations,Visit the link for more information,https://echa.europa.eu/harmonised-classification-and-labelling-targeted-consultations
IMDRF,Outcome statement,Consultations on ECHA Executive Director’s requests,Visit the link for more information,https://echa.europa.eu/consultation-following-echa-executive-director-request
IMDRF,Outcome statement,Potential candidates for substitution and on derogations conditions,Visit the link for more information,https://echa.europa.eu/current-candidates-for-substitution-and-derogations-conditions
IMDRF,Outcome statement,Consultations - Occupational Exposure Limits,Visit the link for more information,https://echa.europa.eu/oels-pc-on-oel-recommendation
IMDRF,Outcome statement,Calls for evidence - Occupational Exposure Limits,Visit the link for more information,https://echa.europa.eu/oels-cce-current-consultation
IMDRF,Outcome statement,View all,Visit the link for more information,https://echa.europa.eu/public-consultations
IMDRF,Outcome statement,Search for chemicals,Visit the link for more information,https://echa.europa.eu/information-on-chemicals
IMDRF,Outcome statement,Registration statistics,Visit the link for more information,https://echa.europa.eu/regulations/reach/registration/registration-statistics
IMDRF,Outcome statement,Registered substances,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/registered-substances
IMDRF,Outcome statement,EC Inventory,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/ec-inventory
IMDRF,Outcome statement,Dossier Evaluation status,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/dossier-evaluation-status
IMDRF,Outcome statement,PACT - Public Activities Coordination Tool,Visit the link for more information,https://echa.europa.eu/pact
IMDRF,Outcome statement,Substance Evaluation - CoRAP,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/evaluation/community-rolling-action-plan/corap-table
IMDRF,Outcome statement,Information on Candidate List substances in articles,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/candidate-list-substances-in-articles-table
IMDRF,Outcome statement,Substances restricted under REACH,Visit the link for more information,https://echa.europa.eu/substances-restricted-under-reach
IMDRF,Outcome statement,Recommendations for inclusion in the Authorisation List,Visit the link for more information,https://echa.europa.eu/recommendations-for-inclusion-in-the-authorisation-list
IMDRF,Outcome statement,Authorisation List,Visit the link for more information,https://echa.europa.eu/authorisation-list
IMDRF,Outcome statement,Candidate List of substances of very high concern for Authorisation,Visit the link for more information,https://echa.europa.eu/candidate-list-table
IMDRF,Outcome statement,Registry of restriction intentions until outcome,Visit the link for more information,https://echa.europa.eu/registry-of-restriction-intentions
IMDRF,Outcome statement,Registry of SVHC intentions until outcome,Visit the link for more information,https://echa.europa.eu/registry-of-svhc-intentions
IMDRF,Outcome statement,C&L Inventory,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/cl-inventory-database
IMDRF,Outcome statement,Table of harmonised entries in Annex VI to CLP,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/annex-vi-to-clp
IMDRF,Outcome statement,Registry of CLH intentions until outcome,Visit the link for more information,https://echa.europa.eu/registry-of-clh-intentions-until-outcome
IMDRF,Outcome statement,Biocidal Active Substances,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances
IMDRF,Outcome statement,Biocidal Products,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/biocidal-products
IMDRF,Outcome statement,List of active substances and suppliers,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/active-substance-suppliers
IMDRF,Outcome statement,Chemicals subject to PIC,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/pic/chemicals
IMDRF,Outcome statement,Export notifications,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/pic/export-notifications
IMDRF,Outcome statement,Import notifications,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/pic/import-notifications
IMDRF,Outcome statement,Explicit consent & waivers,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/pic/explicit-consents-waivers
IMDRF,Outcome statement,SCIP Database,Visit the link for more information,https://echa.europa.eu/scip-database
IMDRF,Outcome statement,EUCLEF,Visit the link for more information,https://echa.europa.eu/information-on-chemicals/euclef
IMDRF,Outcome statement,List of substances subject to the POPs Regulation,Visit the link for more information,https://echa.europa.eu/list-of-substances-subject-to-pops-regulation
IMDRF,Outcome statement,List of substances proposed as POPs,Visit the link for more information,https://echa.europa.eu/list-of-substances-proposed-as-pops
IMDRF,Outcome statement,Occupational exposure limits - Activity list,Visit the link for more information,https://echa.europa.eu/oels-activity-list
IMDRF,Outcome statement,Authorisation of use of SVHC,Visit the link for more information,https://echa.europa.eu/applications-for-authorisation-previous-consultations
IMDRF,Outcome statement,SVHC identification (MSC),Visit the link for more information,https://echa.europa.eu/identification-of-svhc
IMDRF,Outcome statement,Draft recommendation (MSC),Visit the link for more information,https://echa.europa.eu/role-of-the-member-state-committee-in-the-authorisation-process
IMDRF,Outcome statement,Draft CoRAP update (MSC),Visit the link for more information,https://echa.europa.eu/about-us/who-we-are/member-state-committee/opinions-on-draft-corap
IMDRF,Outcome statement,Harmonised classification and labelling (RAC),Visit the link for more information,https://echa.europa.eu/opinions-of-the-committee-for-risk-assessment-on-proposals-for-harmonised-classification-and-labelling
IMDRF,Outcome statement,Active substance approval (BPC),Visit the link for more information,https://echa.europa.eu/regulations/biocidal-products-regulation/approval-of-active-substances/bpc-opinions-on-active-substance-approval
IMDRF,Outcome statement,Union Authorisation (BPC),Visit the link for more information,https://echa.europa.eu/bpc-opinions-on-union-authorisation
IMDRF,Outcome statement,Executive Director request (RAC),Visit the link for more information,https://echa.europa.eu/about-us/who-we-are/committee-for-risk-assessment/opinions-of-the-rac-adopted-under-specific-echa-s-executive-director-requests
IMDRF,Outcome statement,Executive Director request (SEAC),Visit the link for more information,https://echa.europa.eu/opinions-of-the-seac-adopted-under-specific-echa-s-executive-director-requests
IMDRF,Outcome statement,Executive Director request (MSC),Visit the link for more information,https://echa.europa.eu/about-us/who-we-are/member-state-committee/opinions-of-the-msc-adopted-under-specific-echa-s-executive-director-requests
IMDRF,Outcome statement,Support,Visit the link for more information,https://echa.europa.eu/support
IMDRF,Outcome statement,Guidance on REACH,Visit the link for more information,https://echa.europa.eu/guidance-documents/guidance-on-reach
IMDRF,Outcome statement,Registration,Visit the link for more information,https://echa.europa.eu/support/registration
IMDRF,Outcome statement,Substance identification,Visit the link for more information,https://echa.europa.eu/support/substance-identification
IMDRF,Outcome statement,Technical completeness check,Visit the link for more information,https://echa.europa.eu/technical-completeness-check
IMDRF,Outcome statement,Testing methods and alternatives,Visit the link for more information,https://echa.europa.eu/support/testing-methods-and-alternatives
IMDRF,Outcome statement,How to apply for authorisation,Visit the link for more information,https://echa.europa.eu/applying-for-authorisation
IMDRF,Outcome statement,Restriction,Visit the link for more information,https://echa.europa.eu/support/restriction
IMDRF,Outcome statement,How to submit downstream user reports,Visit the link for more information,https://echa.europa.eu/support/dossier-submission-tools/reach-it/downstream-user-report
IMDRF,Outcome statement,Socio-economic Analysis in REACH,Visit the link for more information,https://echa.europa.eu/support/socio-economic-analysis-in-reach
IMDRF,Outcome statement,Guidance on CLP,Visit the link for more information,https://echa.europa.eu/guidance-documents/guidance-on-clp
IMDRF,Outcome statement,Submission of CLH dossiers,Visit the link for more information,https://echa.europa.eu/support/clh
IMDRF,Outcome statement,Mixture classification,Visit the link for more information,https://echa.europa.eu/support/mixture-classification
IMDRF,Outcome statement,Guidance on BPR,Visit the link for more information,https://echa.europa.eu/guidance-documents/guidance-on-biocides-legislation
IMDRF,Outcome statement,Emission scenario documents,Visit the link for more information,https://echa.europa.eu/guidance-documents/guidance-on-biocides-legislation/emission-scenario-documents
IMDRF,Outcome statement,Guidance on PIC,Visit the link for more information,https://echa.europa.eu/guidance-documents/guidance-on-pic
IMDRF,Outcome statement,Guidance on DWD,Visit the link for more information,https://echa.europa.eu/guidance-documents/guidance-on-dwd
IMDRF,Outcome statement,Formats and templates,Visit the link for more information,https://echa.europa.eu/support/guidance-on-reach-and-clp-implementation/formats
IMDRF,Outcome statement,Publications,Visit the link for more information,https://echa.europa.eu/publications
IMDRF,Outcome statement,Webinars,Visit the link for more information,https://echa.europa.eu/support/training-material/webinars
IMDRF,Outcome statement,Small and medium enterprises,Visit the link for more information,https://echa.europa.eu/support/small-and-medium-sized-enterprises-smes
IMDRF,Outcome statement,Getting started with EU chemicals legislation,Visit the link for more information,https://echa.europa.eu/support/getting-started
IMDRF,Outcome statement,The UK’s withdrawal from the EU,Visit the link for more information,https://echa.europa.eu/uk-withdrawal-from-the-eu
IMDRF,Outcome statement,COVID-19 information,Visit the link for more information,https://echa.europa.eu/covid-19
IMDRF,Outcome statement,Q&As,Visit the link for more information,https://echa.europa.eu/support/qas
IMDRF,Outcome statement,Helpdesks,Visit the link for more information,https://echa.europa.eu/support/helpdesks/
IMDRF,Outcome statement,Skip to Content,Visit the link for more information,https://echa.europa.eu/support/guidance#main-content
IMDRF,Outcome statement,ECHA,Visit the link for more information,https://echa.europa.eu/
IMDRF,Outcome statement,Guidance,Visit the link for more information,https://echa.europa.eu/support/guidance
IMDRF,Outcome statement,Read more,Visit the link for more information,https://echa.europa.eu/guidance-documents
IMDRF,Outcome statement,Read more,Visit the link for more information,https://echa.europa.eu/publications/fact-sheets
IMDRF,Outcome statement,Read more,Visit the link for more information,https://echa.europa.eu/practical-guides
IMDRF,Outcome statement,Read more,Visit the link for more information,https://echa.europa.eu/support/guidance-on-reach-and-clp-implementation/guidance-in-a-nutshell
IMDRF,Outcome statement,Read more,Visit the link for more information,https://echa.europa.eu/support/guidance-on-reach-and-clp-implementation/consultation-procedure
IMDRF,Outcome statement,Procurement,Visit the link for more information,https://echa.europa.eu/about-us/procurement
IMDRF,Outcome statement,Jobs,Visit the link for more information,https://echa.europa.eu/about-us/jobs/open-positions
IMDRF,Outcome statement,News subscription,Visit the link for more information,https://echa-elm.powerappsportals.com/newssubscribers/
IMDRF,Outcome statement,ECHA CHEM,Visit the link for more information,https://echa.europa.eu/echa-chem
IMDRF,Outcome statement,Dossier submission tools,Visit the link for more information,https://echa.europa.eu/support/dossier-submission-tools
IMDRF,Outcome statement,Legal notice,Visit the link for more information,https://echa.europa.eu/legal-notice
IMDRF,Outcome statement,Cookies,Visit the link for more information,https://echa.europa.eu/cookies
IMDRF,Outcome statement,Site map,Visit the link for more information,https://echa.europa.eu/sitemap
IMDRF,Outcome statement,Multilingual practice,Visit the link for more information,https://echa.europa.eu/about-us/the-way-we-work/multilingual-practice
