ASD Acronym,Designation,Title of Standard,Abstract,Link
EDPB,Opinion of the Board (Art. 64),Opinion 8/2025 on the draft decision of the Norwegian Supervisory Authority regarding the Controller Binding Corporate Rules of the Statkraft Group,Date: Opinion 8/2025 on the draft decision of the Norwegian Supervisory Authority regarding the Controller Binding Corporate Rules of the Statkraft Group 21 May 2025 Publication Type: Opinion of the Board (Art. 64) Topics: Binding Corporate Rules International Transfers of Data Members: Norway English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-05/edpb_opinion_202508_bcr-c_statkraft_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 10/2025 on the draft decision of the French Supervisory Authority regarding the Controller Binding Corporate Rules of the Worldline Group,Date: Opinion 10/2025 on the draft decision of the French Supervisory Authority regarding the Controller Binding Corporate Rules of the Worldline Group 21 May 2025 Publication Type: Opinion of the Board (Art. 64) Topics: Binding Corporate Rules International Transfers of Data Members: France English French Download | Language: English,https://www.edpb.europa.eu/system/files/2025-05/edpb_opinion_202510_bcr-c_worldline_en.pdf
EDPB,Letters,EDPB Letter to MEP Körner regarding in-car video cameras and dashcams,Date: EDPB Letter to MEP Körner regarding in-car video cameras and dashcams 16 May 2025 Publication Type: Letters English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-05/edpb_letter_20250505_in_car-video-cameras-and-dashcams_en.pdf
EDPB,Letters,EDPB-EDPS Letter on European Commission draft proposal on simplification of record-keeping under the GDPR,Date: EDPB-EDPS Letter on European Commission draft proposal on simplification of record-keeping under the GDPR 8 May 2025 Publication Type: Letters Topics: Controller Processor Record of processing English Download Simplification of record-keeping obligation: EDPB and EDPS adopt letter to EU Commission | Language: English,https://www.edpb.europa.eu/system/files/2025-05/20250508_edpb-edps-letter-commission-draft-proposal-simplification-record-keeping-obligations-gdpr_en.pdf
EDPB,Letters,Letter to Bosnia and Herzegovina DPA from the Chair of EDPB,Date: Letter to Bosnia and Herzegovina DPA from the Chair of EDPB 7 May 2025 Publication Type: Letters English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-05/20250506_letter-bosnia-herzegovina-dpa_en.pdf
EDPB,Opinion (Art. 70),Opinion 07/2025 regarding the European Commission Draft Implementing Decision pursuant to Regulation (EU) 2016/679 on the adequate protection of personal data by the European Patent Organisation,Date: Opinion 07/2025 regarding the European Commission Draft Implementing Decision pursuant to Regulation (EU) 2016/679 on the adequate protection of personal data by the European Patent Organisation 6 May 2025 Publication Type: Opinion (Art. 70) Topics: International Transfers of Data Adequacy decision English Download European Patent Organisation and extension of adequacy decisions for the UK: EDPB adopts opinions | Language: English,https://www.edpb.europa.eu/system/files/2025-05/edpb-opinion-202507-epo-adequacydecision_en.pdf
EDPB,Opinion (Art. 70),Opinion 06/2025 regarding the extension of the European Commission Implementing Decisions under the GDPR and the LED on the adequate protection of personal data in the United Kingdom,Date: Opinion 06/2025 regarding the extension of the European Commission Implementing Decisions under the GDPR and the LED on the adequate protection of personal data in the United Kingdom 6 May 2025 Publication Type: Opinion (Art. 70) Topics: Adequacy decision International Transfers of Data English Download European Patent Organisation and extension of adequacy decisions for the UK: EDPB adopts opinions | Language: English,https://www.edpb.europa.eu/system/files/2025-05/edpb-opinion-202506-uk-adequacyextension-gdpr-led_en.pdf
EDPB,Annual report,EDPB Annual Report 2024,Date: EDPB Annual Report 2024 23 April 2025 Publication Type: Annual report English Download file 1 Bulgarian Czech Danish German Greek English Spanish Estonian Finnish French Croatian Hungarian Italian Lithuanian Latvian Dutch Polish Portuguese Romanian Slovak Slovenian Swedish Download file 2 EDPB annual report 2024: protecting personal data in a changing landscape | Language: English,https://www.edpb.europa.eu/system/files/2025-04/edpb-annual-report-2024_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 3/2025 on the draft decision of the French Supervisory Authority (FR SA) regarding the “Lexing GDPR certification criteria”,Date: Opinion 3/2025 on the draft decision of the French Supervisory Authority (FR SA) regarding the “Lexing GDPR certification criteria” 14 April 2025 Publication Type: Opinion of the Board (Art. 64) Topics: Certification Members: France English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-04/edpb_opinion_202523_lexingcertificationcriteria_en.pdf
EDPB,Guidelines,Guidelines 02/2025 on processing of personal data through blockchain technologies,Date: Guidelines 02/2025 on processing of personal data through blockchain technologies 14 April 2025 Publication Type: Guidelines Topics: New Technology Public consultation closed Public consultation | Language: English,https://www.edpb.europa.eu/sites/default/files/webform/public_consultation_reply/0670b02b_20250609_alastria_call_for_comments_edpb_blockchain_guidelines_022025.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 5/2025 on the draft decision of the Finnish Supervisory Authority regarding the Processor Binding Corporate Rules of the Nokia Group,Date: Opinion 5/2025 on the draft decision of the Finnish Supervisory Authority regarding the Processor Binding Corporate Rules of the Nokia Group 9 April 2025 Publication Type: Opinion of the Board (Art. 64) Topics: Binding Corporate Rules International Transfers of Data Members: Finland English Finnish Download | Language: English,https://www.edpb.europa.eu/system/files/2025-04/edpb_opinion_202505_bcr-p_nokia_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 4/2025 on the draft decision of the Finnish Supervisory Authority regarding the Controller Binding Corporate Rules of the Nokia Group,Date: Opinion 4/2025 on the draft decision of the Finnish Supervisory Authority regarding the Controller Binding Corporate Rules of the Nokia Group 9 April 2025 Publication Type: Opinion of the Board (Art. 64) Topics: Binding Corporate Rules International Transfers of Data Members: Finland English Finnish Download | Language: English,https://www.edpb.europa.eu/system/files/2025-04/edpb_opinion_202504_bcr-c_nokia_en.pdf
EDPB,Other,Study on the secondary use of personal data in the context of scientific research,Date: Study on the secondary use of personal data in the context of scientific research 3 April 2025 Publication Type: Other Topics: Research Legal basis Health English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-04/20250401_study_on_the_secondary_use_of_personal_data_in_the_context_of_scientific_research_23102020_en.pdf
EDPB,Procedure,EDPB Document Setting Forth a Co-Operation procedure for the approval of Binding Corporate Rules for controllers and processors,Date: EDPB Document Setting Forth a Co-Operation procedure for the approval of Binding Corporate Rules for controllers and processors 19 March 2025 Publication Type: Procedure Topics: Binding Corporate Rules English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-03/edpb_document_procedure_approval_bcr_en_0.pdf
EDPB,Statements,Statement 2/2025 on the implementation of the PNR Directive in light of CJEU Judgment C-817/19,Date: Statement 2/2025 on the implementation of the PNR Directive in light of CJEU Judgment C-817/19 14 March 2025 Publication Type: Statements Topics: Data subject rights English Download EDPB adopts statement on the implementation of the PNR directive | Language: English,https://www.edpb.europa.eu/system/files/2025-03/edpb_statement_20250313_implementation-of-the-pnr-directive-in-light-of-the-cjeu-judgment_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 2/2025 on the draft decision of the Swedish Supervisory Authority regarding the Controller Binding Corporate Rules of the Alfa Laval Group,Date: Opinion 2/2025 on the draft decision of the Swedish Supervisory Authority regarding the Controller Binding Corporate Rules of the Alfa Laval Group 14 March 2025 Publication Type: Opinion of the Board (Art. 64) Topics: Binding Corporate Rules International Transfers of Data Members: Sweden English Swedish Download | Language: English,https://www.edpb.europa.eu/system/files/2025-03/edpb_opinion_022025_bcr-c_alfalaval_en.pdf
EDPB,Letters,EDPB Letter on the procedural rules regulation,Date: EDPB Letter on the procedural rules regulation 14 March 2025 Publication Type: Letters Topics: Cooperation between authorities EU Legislative proposal and strategy GDPR enforcement GDPR English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-03/edpb_letter_20250310_gdprproceduralregulation_en.pdf
EDPB,CSC Work Programme,CSC Work Programme 2025-2026,Date: CSC Work Programme 2025-2026 27 February 2025 Publication Type: CSC Work Programme English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-02/25022025work-programme-2025-2026_en.pdf
EDPB,Recommendations,Recommendations 1/2025 on the 2027 WADA World Anti-Doping Code,Date: Recommendations 1/2025 on the 2027 WADA World Anti-Doping Code 13 February 2025 Publication Type: Recommendations Topics: Code of conduct Bulgarian Czech Danish German Greek English Spanish Estonian Finnish French Croatian Hungarian Italian Lithuanian Latvian Maltese Dutch Polish Portuguese Romanian Slovak Slovenian Swedish Download | Language: English,https://www.edpb.europa.eu/system/files/2025-02/edpb_recommendations_202501_wada_2027_world_anti-doping_code_en.pdf
EDPB,CSC Biannual reports,Coordinated Supervision Committee Report of Activities 2022-2024,Date: Coordinated Supervision Committee Report of Activities 2022-2024 13 February 2025 Publication Type: CSC Biannual reports English Download Read more: EDPB publishes CSC biannual report | Language: English,https://www.edpb.europa.eu/system/files/2025-02/csc_coordinated_supervision_committee_report_2022-2024_en.pdf
EDPB,Statements,Statement 1/2025 on Age Assurance,"Date: Statement 1/2025 on Age Assurance 12 February 2025 Publication Type: Statements Topics: Children New Technology Bulgarian Czech Danish German Greek English Spanish Estonian Finnish French Croatian Hungarian Italian Lithuanian Latvian Maltese Dutch Polish Portuguese Romanian Slovak Slovenian Swedish Download EDPB adopts statement on age assurance, creates a task force on AI enforcement and gives recommendations to WADA | Language: English",https://www.edpb.europa.eu/system/files/2025-04/edpb_statement_20250211ageassurance_v1-2_en.pdf
EDPB,Internal documents,EDPB Document on Process guide for the selection and the handling of strategic cases,Date: EDPB Document on Process guide for the selection and the handling of strategic cases 12 February 2025 Publication Type: Internal documents Topics: Cooperation between authorities English Download EDPB Document on selection of cases of strategic importance - version 1 | Language: English,https://www.edpb.europa.eu/system/files/2025-02/edpb_internaldocument_strategiccasesprocessguide_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 01/2025 on the draft decision of the French Supervisory Authority regarding the Controller Binding Corporate Rules of the Coface Group,Date: Opinion 01/2025 on the draft decision of the French Supervisory Authority regarding the Controller Binding Corporate Rules of the Coface Group 21 January 2025 Publication Type: Opinion of the Board (Art. 64) Topics: Binding Corporate Rules International Transfers of Data Members: France English French Download | Language: English,https://www.edpb.europa.eu/system/files/2025-01/edpb_opinion_202501_bcr-c_coface_en.pdf
EDPB,Other,"Coordinated Enforcement Action, implementation of the right of access by controllers","Date: Coordinated Enforcement Action, implementation of the right of access by controllers 20 January 2025 Publication Type: Other Topics: GDPR enforcement Cooperation between authorities English Download file 1 English Download file 2 CEF 2024: EDPB identifies challenges to the full implementation of the right of access | Language: English",https://www.edpb.europa.eu/system/files/2025-01/edpb_cef-report-2024_20250116_annex_en.pdf
EDPB,Other guidance,Position paper on Interplay between data protection and competition law,Date: Position paper on Interplay between data protection and competition law 17 January 2025 Publication Type: Other guidance Topics: Cooperation between authorities Competition law Bulgarian Czech Danish German Greek English Spanish Estonian Finnish French Croatian Hungarian Italian Lithuanian Latvian Maltese Dutch Polish Portuguese Romanian Slovak Slovenian Swedish Download EDPB adopts pseudonymisation guidelines and paves the way to improve cooperation with competition authorities | Language: English,https://www.edpb.europa.eu/system/files/2025-01/edpb_position-paper_20250116_interplay-between-data-protection-and-competition-law_en.pdf
EDPB,Guidelines,Guidelines 01/2025 on Pseudonymisation,Date: Guidelines 01/2025 on Pseudonymisation 17 January 2025 Publication Type: Guidelines Topics: New Technology Public consultation closed Public consultation | Language: English,https://edpb.europa.eu/sites/edpb/files/specific_privacy_statement_public_consultation.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 28/2024 on certain data protection aspects related to the processing of personal data in the context of AI models,Date: Opinion 28/2024 on certain data protection aspects related to the processing of personal data in the context of AI models 18 December 2024 Publication Type: Opinion of the Board (Art. 64) Topics: Artificial intelligence New Technology Legal basis Bulgarian Czech Danish German Greek English Spanish Estonian Finnish French Croatian Hungarian Italian Lithuanian Latvian Maltese Dutch Polish Portuguese Romanian Slovak Slovenian Swedish Download EDPB opinion on AI models: GDPR principles support responsible AI | Language: English,https://www.edpb.europa.eu/system/files/2024-12/edpb_opinion_202428_ai-models_en.pdf
EDPB,Letters,EDPB Reply to the open letter to the EDPB on the United Nations Convention against Cybercrime,Date: EDPB Reply to the open letter to the EDPB on the United Nations Convention against Cybercrime 17 December 2024 Publication Type: Letters Topics: Cybersecurity and data breach Law enforcement English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-12/edpb_letter_20241217_replyunconventionagainstcybercrime_en.pdf
EDPB,CSC Meetings,17th meeting of CSC,Date: 17th meeting of CSC 11 December 2024 Publication Type: CSC Meetings English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-05/17th-meeting-csc_en.pdf
EDPB,Letters,EDPB Letter to the European Commission on its review of its eleven adequacy decisions adopted under Directive 95/46/EC,Date: EDPB Letter to the European Commission on its review of its eleven adequacy decisions adopted under Directive 95/46/EC 6 December 2024 Publication Type: Letters Topics: International Transfers of Data Adequacy decision English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-12/edpb_letter_20241205_european-commission-review-of-11-existing-adequacy-decisions_en.pdf
EDPB,Statements,Statement 6/2024 on the Second Report on the Application of the General Data Protection Regulation - Fostering Cross-Regulatory Consistency and Cooperation,Date: Statement 6/2024 on the Second Report on the Application of the General Data Protection Regulation - Fostering Cross-Regulatory Consistency and Cooperation 3 December 2024 Publication Type: Statements Topics: GDPR enforcement Cooperation between authorities GDPR English Download EDPB calls for coherence of digital legislation with the GDPR | Language: English,https://www.edpb.europa.eu/system/files/2024-12/edpb_statement_20241203_ec_2nd_gdpr_evaluation_report_en.pdf
EDPB,Guidelines,Guidelines 02/2024 on Article 48 GDPR,Date: Guidelines 02/2024 on Article 48 GDPR 3 December 2024 Publication Type: Guidelines Topics: International Transfers of Data Obsolete Public consultation | Language: English,https://edpb.europa.eu/sites/edpb/files/specific_privacy_statement_public_consultation.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 27/2024 on the Brand Compliance criteria of certification regarding their approval by the Board as European Data Protection Seal pursuant to Article 42.5 (GDPR),Date: Opinion 27/2024 on the Brand Compliance criteria of certification regarding their approval by the Board as European Data Protection Seal pursuant to Article 42.5 (GDPR) 2 December 2024 Publication Type: Opinion of the Board (Art. 64) Topics: Certification Bulgarian Czech Danish German Greek English Spanish Estonian Finnish French Croatian Hungarian Italian Lithuanian Latvian Maltese Dutch Polish Portuguese Romanian Slovak Slovenian Swedish Download | Language: English,https://www.edpb.europa.eu/system/files/2024-12/edpb_opinion_202427_art64_opinion_brandcompliance_eu_data_protection_seal_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 26/2024 on the draft decision of the DE Bremen Supervisory Authority regarding the “Catalogue of Criteria for the Certification of IT-supported processing of Personal Data pursuant to art 42 GDPR (‘GDPR – information privacy standard’)” presented,Date: Opinion 26/2024 on the draft decision of the DE Bremen Supervisory Authority regarding the “Catalogue of Criteria for the Certification of IT-supported processing of Personal Data pursuant to art 42 GDPR (‘GDPR – information privacy standard’)” presented 2 December 2024 Publication Type: Opinion of the Board (Art. 64) Topics: Certification Members: Germany German English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-12/edpb_opinion_202426_art64_opinion-nationalcriteria_de_datenschutzcert_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 25/2024 on the draft decision of the Hesse Supervisory Authority (Germany) regarding the Processor Binding Corporate Rules of the Infosys Group,Date: Opinion 25/2024 on the draft decision of the Hesse Supervisory Authority (Germany) regarding the Processor Binding Corporate Rules of the Infosys Group 2 December 2024 Publication Type: Opinion of the Board (Art. 64) Topics: Binding Corporate Rules International Transfers of Data Members: Germany German English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-12/edpb_opinion_202425_bcr-p_infosys_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 24/2024 on the draft decision of the Hesse Supervisory Authority (Germany) regarding the Controller Binding Corporate Rules of the Infosys Group,Date: Opinion 24/2024 on the draft decision of the Hesse Supervisory Authority (Germany) regarding the Controller Binding Corporate Rules of the Infosys Group 2 December 2024 Publication Type: Opinion of the Board (Art. 64) Topics: Binding Corporate Rules International Transfers of Data Members: Germany English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-12/edpb_opinion_202424_bcr-c_infosys_en.pdf
EDPB,Letters,EDPB Reply to the letter from the AI Office on the EDPB statement on the role of data protection authorities (DPAs) in the Artificial Intelligence Act Framework,Date: EDPB Reply to the letter from the AI Office on the EDPB statement on the role of data protection authorities (DPAs) in the Artificial Intelligence Act Framework 28 November 2024 Publication Type: Letters Topics: New Technology Cooperation between authorities Artificial intelligence English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-11/edpb-reply-to-the-letter-from-the-ai-office_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 23/2024 on the draft decision of the Irish Supervisory Authority regarding the Controller Binding Corporate Rules of the Aptiv Group,Date: Opinion 23/2024 on the draft decision of the Irish Supervisory Authority regarding the Controller Binding Corporate Rules of the Aptiv Group 11 November 2024 Publication Type: Opinion of the Board (Art. 64) Topics: International Transfers of Data Binding Corporate Rules Members: Ireland English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-11/edpb_opinion_202423_aptivbcr-c_adopted_en.pdf
EDPB,Letters,EDPB response to NATO/SHAPE,Date: EDPB response to NATO/SHAPE 7 November 2024 Publication Type: Letters English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-11/edpb_20241104_replytonatoletter_en.pdf
EDPB,CSC Meetings,16th meeting of CSC,Date: 16th meeting of CSC 6 November 2024 Publication Type: CSC Meetings English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-02/20241106_csc_summary_discussions_16th-meeting_en.pdf
EDPB,Statements,Statement 5/2024 on the Recommendations of the High-Level Group on Access to Data for Effective Law Enforcement,Date: Statement 5/2024 on the Recommendations of the High-Level Group on Access to Data for Effective Law Enforcement 4 November 2024 Publication Type: Statements Topics: Data subject rights Law enforcement e-Evidence English Download EDPB adopts its first report under the EU-U.S. Data Privacy Framework and a statement on the recommendations on access to data for law enforcement | Language: English,https://www.edpb.europa.eu/system/files/2024-11/edpb_statement_20241104_ontherecommendationsofthehlg_en.pdf
EDPB,Other,EDPB Report on the first review of the European Commission Implementing Decision on the adequate protection of personal data under the EU-US Data Privacy Framework,Date: EDPB Report on the first review of the European Commission Implementing Decision on the adequate protection of personal data under the EU-US Data Privacy Framework 4 November 2024 Publication Type: Other Topics: Adequacy decision International Transfers of Data English Download EDPB adopts its first report under the EU-U.S. Data Privacy Framework and a statement on the recommendations on access to data for law enforcement | Language: English,https://www.edpb.europa.eu/system/files/2024-11/edpb_report_20241104_reportonfirstreviewofeu-u.s.dpf_en.pdf
EDPB,Guidelines,Guidelines 2/2023 on Technical Scope of Art. 5(3) of ePrivacy Directive,Date: Guidelines 2/2023 on Technical Scope of Art. 5(3) of ePrivacy Directive 16 October 2024 Publication Type: Guidelines Topics: e-Privacy New Technology Final version Bulgarian Czech Danish German Greek English Spanish Estonian Finnish French Croatian Hungarian Italian Lithuanian Latvian Maltese Dutch Polish Portuguese Romanian Slovak Slovenian Swedish Download | Language: English,https://www.edpb.europa.eu/system/files/2024-10/edpb_guidelines_202302_technical_scope_art_53_eprivacydirective_v2_en_0.pdf
EDPB,Letters,Letter to Kosovan DPA from the Chair of EDPB,Date: Letter to Kosovan DPA from the Chair of EDPB 10 October 2024 Publication Type: Letters Topics: Cooperation between authorities English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-10/20241009_letter-to-kosovan-dpa_en.pdf
EDPB,Statements,Statement 4/2024 on the recent legislative developments on the Draft Regulation laying down additional procedural rules for the enforcement of the GDPR,"Date: Statement 4/2024 on the recent legislative developments on the Draft Regulation laying down additional procedural rules for the enforcement of the GDPR 9 October 2024 Publication Type: Statements Topics: Cooperation between authorities EU Legislative proposal and strategy GDPR enforcement English Download EDPB adopts Opinion on processors, Guidelines on legitimate interest, Statement on draft regulation for GDPR enforcement, and work programme 2024-2025 | Language: English",https://www.edpb.europa.eu/system/files/2024-10/edpb_statement_20241007_additionalproceduralrulesgdprenforcement_en_0.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 22/2024 on certain obligations following from the reliance on processor(s) and sub-processor(s),"Date: Opinion 22/2024 on certain obligations following from the reliance on processor(s) and sub-processor(s) 9 October 2024 Publication Type: Opinion of the Board (Art. 64) Topics: Controller Processor International Transfers of Data Members: Denmark Bulgarian Czech Danish German Greek English Spanish Estonian Finnish French Croatian Hungarian Italian Lithuanian Latvian Maltese Dutch Polish Portuguese Romanian Slovak Slovenian Swedish Download EDPB adopts Opinion on processors, Guidelines on legitimate interest, Statement on draft regulation for GDPR enforcement, and work programme 2024-2025 | Language: English",https://www.edpb.europa.eu/system/files/2024-10/edpb_opinion_202422_relianceonprocessors-sub-processors_en.pdf
EDPB,Letters,EDPB's Response to the European Commission Concerning the EDPB work on the interplay between EU data protection and competition law,Date: EDPB's Response to the European Commission Concerning the EDPB work on the interplay between EU data protection and competition law 9 October 2024 Publication Type: Letters Topics: Cooperation between authorities English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-10/edpb_letter_reply_com_position-paper-interplay_en.pdf
EDPB,Strategy & Work Programme,EDPB Work Programme 2024-2025,Date: EDPB Work Programme 2024-2025 9 October 2024 Publication Type: Strategy & Work Programme English Download | Language: English,https://www.edpb.europa.eu/system/files/2024-10/edpb_work_programme_2024-2025_en.pdf
EDPB,Guidelines,Guidelines 1/2024 on processing of personal data based on Article 6(1)(f) GDPR,Date: Guidelines 1/2024 on processing of personal data based on Article 6(1)(f) GDPR 8 October 2024 Publication Type: Guidelines Topics: Legal basis Public consultation closed Public consultation | Language: English,https://edpb.europa.eu/sites/edpb/files/specific_privacy_statement_public_consultation.pdf
EDPB,CSC Meetings,15th meeting of CSC,Date: 15th meeting of CSC 25 September 2024 Publication Type: CSC Meetings English Download | Language: English,https://www.edpb.europa.eu/system/files/2025-02/20240925_csc_summary_discussions_15th-meeting_en.pdf
EDPB,Opinion of the Board (Art. 64),Opinion 21/2024 on the draft decision of the French Supervisory Authority regarding the Processor Binding Corporate Rules of the Talan Group,Date: Opinion 21/2024 on the draft decision of the French Supervisory Authority regarding the Processor Binding Corporate Rules of the Talan Group 17 September 2024 Publication Type: Opinion of the Board (Art. 64) Topics: International Transfers of Data Binding Corporate Rules Members: France English French Download | Language: English,https://www.edpb.europa.eu/system/files/2024-10/edpb_opinion_202421_bcr-p_talan_en.pdf
