ASD Acronym,Designation, Title of Standard,Abstract,Link
FDACS,ISO 80369-6 Second edition 2025-05,Small bore connectors for liquids and gases in healthcare applications - Part 6: Connectors for neuraxial applications,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 5-146
FDACS,ISO 80369-1 Third edition 2025-10,Small-bore connectors for liquids and gases in healthcare applications - Part 1: General requirements,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 5-147
FDACS,ISO 15223-1 Fourth edition 2021-07 [Including AMD1: 2025],Medical devices - Symbols to be used with information to be supplied by the manufacturer - Part 1: General requirements [Including Amendment 1 (2025)],Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 5-148
FDACS,ISO 7886-2 Second edition 2020-04 ,Sterile hypodermic syringes for single use - Part 2: Syringes for use with power-driven syringe pumps,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 6-439
FDACS,ISO 1135-4 Seventh edition 2025-05 ,Transfusion equipment for medical use-Part 4: Transfusion sets for single use gravity feed,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 6-514
FDACS,ASTM D6499-24,Standard Test Method for Immunological Measurement of Antigenic Protein in Hevea Natural Rubber (HNR) and its Products,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 6-515
FDACS,ASTM F2407/F2407M-23a,Standard Specification for Surgical Gowns Intended for Use in Healthcare Facilities,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 6-516
FDACS,ASTM F3502-25,Standard Specification for Barrier Face Coverings,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 6-517
FDACS,ASTM F1670/F1670M-24a,Standard Test Method for Resistance of Materials Used in Protective Clothing to Penetration by Synthetic Blood,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 6-518
FDACS,ASTM F2101-25,Standard Test Method for Evaluating the Bacterial Filtration Efficiency (BFE) of Medical Face Mask Materials Using a Biological Aerosol of Staphylococcus aureus,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 6-519
FDACS,ASTM F3352/F3352M-23b,Standard Specification for Isolation Gowns Intended for Use in Healthcare Facilities,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 6-520
FDACS,CLSI EP32 2nd Edition,Implementation of Metrological Traceability in Laboratory Medicine,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 7-346
FDACS,CLSI EP21 3rd Edition,Evaluation of Total Analytical Error for Quantitative Medical Laboratory Measurement Procedures,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 7-347
FDACS,CLSI EP37 2nd Edition,Supplemental Tables for Interference Testing in Clinical Chemistry,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 7-348
FDACS,CLSI EP35 2nd Edition,Assessment of Equivalence or Suitability of Specimen Types for Medical Laboratory Measurement Procedures,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 7-349
FDACS,CLSI EP46 1st Edition,Determining Allowable Total Error Goals and Limits for Quantitative Medical Laboratory Measurement Procedures,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 7-351
FDACS,ASTM F754-24,Standard Specification for Implantable Polytetrafluoroethylene (PTFE) Sheet Tube and Rod Shapes Fabricated from Granular Molding Powders,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-628
FDACS,ASTM F67-24,Standard Specification for Unalloyed Titanium for Surgical Implant Applications (UNS R50250 UNS R50400 UNS R50550 UNS R50700),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-629
FDACS,ASTM F90-24,Standard Specification for Wrought Cobalt-20 Chromium-15 Tungsten-10 Nickel Alloy for Surgical Implant Applications (UNS R30605),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-630
FDACS,ASTM F1854-25,Standard Test Method for Stereological Evaluation of Porous Coatings on Medical Implants Using Digital Images,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-631
FDACS,ASTM F1058-25,Standard Specification for Wrought 40Cobalt-20Chromium-16Iron-15Nickel-7Molybdenum Alloy Wire Strip and Bar for Surgical Implant Applications (UNS R30003 and UNS R30008),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-632
FDACS,ASTM F2902-24,Standard Guide for Assessment of Absorbable Polymeric Implants,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-633
FDACS,ASTM F2066-23,Standard Specification for Wrought Titanium-15 Molybdenum Alloy for Surgical Implant Applications (UNS R58150),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-634
FDACS,ASTM F75-23,Standard Specification for Cobalt-28 Chromium-6 Molybdenum Alloy Castings and Casting Alloy for Surgical Implants (UNS R30075),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-635
FDACS,ASTM F688-25,Standard Specification for Wrought Cobalt-35Nickel-20Chromium-10Molybdenum Alloy Plate Sheet and Foil for Surgical Implants (UNS R30035),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-636
FDACS,ASTM F2579-24,Standard Specification for Amorphous Poly(lactide) and Poly(lactide-co-glycolide) Resins for Surgical Implants,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-637
FDACS,ASTM F2313-24,Standard Specification for Poly(glycolide) and Poly(glycolide-co-lactide) Resins for Surgical Implants with Mole Fractions Greater Than or Equal to 70 % Glycolide,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-638
FDACS,ASTM F1091-25,Standard Specification for Wrought Cobalt-20Chromium-15Tungsten-10Nickel Alloy Surgical Fixation Wire (UNS R30605),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-639
FDACS,ASTM F961-25,Standard Specification for 35Cobalt-35Nickel-20Chromium-10Molybdenum Alloy Forgings for Surgical Implants (UNS R30035),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-640
FDACS,ASTM F629-24,Standard Practice for Radiography of Cast Metallic Surgical Implants,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-641
FDACS,ASTM F2895-24,Standard Practice for Digital Radiography of Cast Metallic Implants,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-642
FDACS,ASTM F2820-24,Standard Specification for Polyetherketoneketone (PEKK) Polymers for Surgical Implant Applications ,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-643
FDACS,ASTM F2848-25,Standard Specification for Medical-Grade Ultra-High Molecular Weight Polyethylene Yarns,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-644
FDACS,ASTM F1925-24,Standard Specification for Semi-Crystalline Poly(lactide) Polymer and Copolymer Resins for Surgical Implants,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-645
FDACS,ASTM F624-25,Standard Guide for Evaluation of Thermoplastic Polyurethane Solids and Solutions for Medical Applications,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 8-646
FDACS,ISO 11980 Fourth edition 2025-06,Ophthalmic optics - Contact lenses and contact lens care products - Guidance for clinical investigations,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 10-139
FDACS,ANSI Z80.1-2020,American National Standard for Ophthalmics - Prescription Ophthalmic Lenses - Recommendations,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 10-140
FDACS,ISO 11978 Third edition 2017-08 [Including AMD1:2020],Ophthalmic optics - Contact lenses and contact lens care products - Labelling [Including Amendment 1 (2020)],Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 10-141
FDACS,ASTM F2267-24,Standard Test Method for Measuring Load-Induced Subsidence of Intervertebral Body Fusion Device Under Static Axial Compression,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-423
FDACS,ASTM F983-24,Standard Practice for Permanent Marking of Orthopaedic Implant Components,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-424
FDACS,ASTM F565-21,Standard Practice for Care and Handling of Orthopedic Implants and Instruments,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-425
FDACS,ASTM F2943-25,Standard Guide for Presentation of End User Labeling Information for Musculoskeletal Implants,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-426
FDACS,ASTM F1264-24,Standard Specification and Test Methods for Intramedullary Fixation Devices,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-427
FDACS,ASTM F1541-24,Standard Specification and Test Methods for External Skeletal Fixation Devices,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-428
FDACS,ASTM F366-24,Standard Specification for Fixation Pins and Wires,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-429
FDACS,ASTM F564-24,Standard Specification and Test Methods for Metallic Bone Staples,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-430
FDACS,ASTM F384-24,Standard Specifications and Test Methods for Metallic Angled Orthopedic Fracture Fixation Devices,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-431
FDACS,ASTM F2180-24,Standard Specification for Metallic Implantable Strands and Cables,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-432
FDACS,ASTM F2028-25a,Standard Test Methods for Dynamic Evaluation of Glenoid Loosening,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-433
FDACS,ASTM F3018-25,Standard Guide for Assessment of Hard-on-Hard Articulation in Total Hip Joint Replacement and Resurfacing Hip Joint Replacement,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-434
FDACS,ASTM F3292-25,Standard Practice for Inspection of Spinal Implants Undergoing Testing,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-435
FDACS,ISO 7207-2 Third edition 2025-08,Implants for surgery - Components for partial and total knee joint prostheses - Part 2: Articulating surfaces made of metal ceramic and plastics materials,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-436
FDACS,ASTM F2033-25,Standard Specification for Hip Joint Replacement Bearing Surfaces,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-437
FDACS,ASTM F2502-24,Standard Specification and Test Methods for Absorbable Plates and Screws for Internal Fixation Implants,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-438
FDACS,ASTM F3437-23,Standard Test Methods for Metallic Bone Plates Used in Small Bone Fracture Fixation,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-439
FDACS,ASTM F3738-25,Standard Test Method for Hip Simulator Wear Testing of Metal-on-Polyethylene Articulations Under Adverse Conditions Using Third-Body Particles,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 11-440
FDACS,ASME A18.1-2023,Safety Standard for Platform Lifts and Stairway Chairlifts,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 16-237 
FDACS,ISO 11199-1 Second edition 2021-05,Assistive products for walking manipulated by both arms - Requirements and test methods Part 1: Walking frames,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 16-238
FDACS,ISO 11199-2 Third edition 2021-07 [Including AMD1:2024],Assistive products for walking manipulated by both arms - Requirements and test methods Part 2: Rollators [Including Amendment 1 (2024)].,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 16-239
FDACS,ICDM IDMS Version 1.3 May 31 2025,Information Display Measurements Standard,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 12-384
FDACS,NEMA PS 3.1 - 3.20 2025d,Digital Imaging and Communications in Medicine (DICOM) Set,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 12-385
FDACS,IEEE Std 11073-10472-2023,Health informatics - Device Interoperability - Part 10472: Personal Health Device Communication - Device Specialization - Medication Monitor,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-150
FDACS,ISO IEEE 11073-10472 Second edition 2024-09,Health informatics - Device Interoperability - Part 10472: Personal health device communication - Device specialization - Medication monitor,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-150
FDACS,IEEE Std 11073-10421-2023 ,Health Informatics-Device Interoperability - Part 10421: Personal Health Device Communication - Device Specialization - Peak expiratory flow monitor (peak flow),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-151
FDACS,ISO IEEE 11073-10421 Second Edition 2024-08,Health informatics - Device Interoperability - Part 10421: Personal health device communication - Device specialization - Peak expiratory flow monitor (peak flow),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-151
FDACS,ISO TS 5615:2025,Health informatics - Accelerating safe effective and secure remote connected care and mobile health through standards-based interoperability solutions addressing gaps revealed by pandemics,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-152
FDACS,AAMI CR515:2025,Cybersecurity Consideration Unique to Machine-Learning Enabled Medical Devices ,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-153
FDACS,IEEE Std 11073-10429-2022,Health informatics - Device Interoperability - Part 10429: Personal Health Device Communication - Device Specialization - Spirometry,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-154
FDACS,IEEE Std 11073-10442-2023,Health informatics - Device Interoperability Part 10442: Personal health device communication - Device specialization - Strength fitness equipment ,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-155
FDACS,IEEE Std 11073-10471-2023 ,Health Informatics - Device interoperability - Part 10471: Personal health device communication - Device specialization - Independent living activity hub ,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-156
FDACS,ISO IEEE 11073-10471 Second Edition 2024-09,Health Informatics - Device Interoperability - Part 10471: Personal Health Device Communication - Device Specialization-Independent Living Activity Hub ,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 13-156
FDACS,USP-NF M16015_02_01,<86> Bacterial Endotoxins Test Using Recombinant Reagents,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 14-612
FDACS,ASTM F2212-25,Characterization of Type I Collagen as Starting Material for Surgical Implants and Substrates for Tissue Engineered Medical Products (TEMPs),Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 15-68
FDACS,ASTM F2944-20,Standard Practice for Automated Colony Forming Unit (CFU) Assays - Image Acquisition and Analysis Method for Enumerating and Characterizing Cells and Colonies in Culture,Visit the link for more information,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfStandards/results.cfm?recognitionnumber= 15-69
