ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
AS/NZS,AS/NZS 61223.3.4:2022,"Evaluation and routine testing in medical imaging departments, Part 3.4: Acceptance tests — Imaging performance of dental X-ray equipment (IEC 61223-3-4:2000 (ED. 1.0) MOD) (FOREIGN STANDARD)","""AS/NZS 61223.3.4:2022 adopts and modifies IEC 61223-3-4:2000 (ED. 1.0), which defines parameters and methods of test for the performance of dental X-ray equipment that use radiographic imaging systems that influence the image quality and patient dose.""",https://webstore.ansi.org/standards/sai/nzs612232022,
ASTM,ASTM D7709-12(2023),Standard Test Methods for Measuring Water Vapor Transmission Rate (WVTR) of Pharmaceutical Bottles and Blisters,"""",https://webstore.ansi.org/standards/astm/astmd7709122023,
ASTM,ASTM E1094-04(2021),Standard Specification for Pharmaceutical Glass Graduates,"""1.1 This specification covers glass graduates suitable for laboratory, pharmaceutical, and other uses, in both conical and cylindrical shapes. 1.2 This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme1094042021,
ASTM,ASTM E2363-23,Standard Terminology Relating to Manufacturing of Pharmaceutical and Biopharmaceutical Products in the Pharmaceutical and Biopharmaceutical Industry,"""1.1This standard covers terminology used by the E55 Committee relating to pharmaceutical and biopharmaceutical industry for manufacture of pharmaceutical and biopharmaceutical products. Terms that are generally understood and in common usage or adequately defined in other readily available references are not included except where particular delineation to pharmaceutical and biopharmaceutical manufacturing may be more clearly stated. 1.2This terminology is, therefore, intended to be selective of terms used generally in the manufacture of pharmaceutical and biopharmaceutical products and published in a number of documents such as those listed in the succeeding section. The listing is also intended to define terms that appear prominently within other related ASTM International standards and do not appear elsewhere. 1.3The definitions are substantially identical to those published by regulatory agencies such as the U.S. Food and Drug Administration, European Medicines Agency, Pharmaceutical and Medical Devices Agency (Japan), other and national competent authorities (human) as well as other authoritative bodies, such as ICH, ISO, and national standards organizations. 1.4This terminology supplements current documents on terminology that concentrate on the manufacture of pharmaceutical and biopharmaceutical products. 1.5An increasing number of product designations and designations for chemical, physical, mechanical, analytical, and statistical tests and standards are coming into common usage in the literature, regulatory environment, and commerce associated with the manufacture of pharmaceutical and biopharmaceutical products. 1.6Units - The values stated in SI units are to be regarded as the standard. No other units of measurement are included in this standard. 1.7This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety, health, and environmental practices and determine the applicability of regulatory limitations prior to use. 1.8This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme236323,
ASTM,ASTM E2363-23 Red,Standard Terminology Relating to Manufacturing of Pharmaceutical and Biopharmaceutical Products in the Pharmaceutical and Biopharmaceutical Industry (Standard + Redline PDF Bundle),"""",https://webstore.ansi.org/standards/astm/astme236323red,
ASTM,ASTM E2474-14 Red,Standard Practice for Pharmaceutical Process Design Utilizing Process Analytical Technology (Standard + Redline PDF Bundle),"""1.1 This practice covers process design, which is integral to process development as well as post-development process optimization. It is focused on practical implementation and experimental development of process understanding. 1.2 The term process design as used in this practice can mean: 1.2.1 The activities to design a process (the process design), or 1.2.2 The outcome of this activity (the designed process), or both. 1.3 The principles in this practice are applicable to both drug substance and drug product processes. For drug products, formulation development and process development are interrelated and therefore the process design will incorporate knowledge from the formulation development. 1.4 The principles in this practice apply during development of a new process or the improvement or redesign of an existing one, or both. 1.5 This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety and health practices and determine the applicability of regulatory limitations prior to use.""",https://webstore.ansi.org/standards/astm/astme247414red,
ASTM,ASTM E2475-23,Standard Guide for Process Understanding Related to Pharmaceutical Manufacture and Control,"""1.1 The purpose of this guide is to establish a framework and context for process understanding for pharmaceutical manufacturing using the principles of quality by design (QbD) (Juran, 1992;2 ICH Q8). The framework is applicable to both drug substance (DS) and drug product (DP) manufacturing. High (detailed) level process understanding can be used to facilitate production of product which consistently meets required specifications. It can also play a key role in continual process improvement efforts. 1.2 Process Analytical Technology (PAT) is one element that can be used for achieving control over those inputs determined to be critical to a process. It is important for the reader to recognize that PAT is defined as:     a system for designing, analyzing, and controlling manufacturing through timely measurements (i.e., during processing) of critical quality and performance attributes of raw and in process materials and processes, with the goal of ensuring final product quality. It is important to note that the term analytical in PAT is viewed broadly to include chemical, physical, microbiological, mathematical, and risk analysis conducted in an integrated manner. The goal of PAT is to enhance understanding and control the manufacturing process     (USFDA PAT) 1.3 This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety, health, and environmental practices and determine the applicability of regulatory limitations prior to use. 1.4 This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme247523,
ASTM,ASTM E2475-23 Red,Standard Guide for Process Understanding Related to Pharmaceutical Manufacture and Control (Standard + Redline PDF Bundle),"""",https://webstore.ansi.org/standards/astm/astme247523red,
ASTM,ASTM E2500-20,"Standard Guide for Specification, Design, and Verification of Pharmaceutical and Biopharmaceutical Manufacturing Systems and Equipment","""1.1 This guide is applicable to all elements of pharmaceutical and biopharmaceutical manufacturing systems including: good manufacturing practice (GMP) utility equipment, process equipment, supporting utilities, associated process monitoring and control systems, and automation systems that have the potential to affect product quality and patient safety. 1.2 For brevity, these are referred to throughout the rest of this guide as manufacturing systems. 1.3 This guide may also be applied to laboratory, information, and medical device manufacturing systems. 1.4 This guide is applicable to both new and existing manufacturing systems. The approach may be used for implementation of changes to existing systems. 1.5 This guide is applicable throughout the life-cycle of the manufacturing system from concept to retirement. 1.6 This standard does not address employee health and safety, environmental, or other non-GxP regulations. This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety, health, and environmental practices and determine the applicability of regulatory limitations prior to use. 1.7 This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme250020,
ASTM,ASTM E2537-16,Standard Guide for Application of Continuous Process Verification to Pharmaceutical and Biopharmaceutical Manufacturing,"""1.1 This guide describes Continuous Process Verification as an alternate approach to process validation where manufacturing process (or supporting utility system) performance is continuously monitored, evaluated, and adjusted (as necessary). It is a science-based approach to verify that a process is capable and will consistently produce product meeting its predetermined critical quality attributes. Continuous Process Verification (ICH Q8) is similarly described as Continuous Quality Verification. 1.2 Pharmaceutical and biopharmaceutical product manufacturing companies are required to provide assurance that the processes used to manufacture regulated products result in products with the specified critical quality attributes of strength identity and purity associated with the product safety and efficacy. Process validation is a way in which companies provide that assurance. 1.3 With the knowledge obtained during the product lifecycle, a framework for continuous quality improvements will be established where the following may be possible: (1) risk identified, (2) risk mitigated, (3) process variability reduced, (4) process capability enhanced, (5) process design space defined or enhanced, and ultimately (6) product quality improved. This can enable a number of benefits that address both compliance and operational goals (for example, real time release, continuous process improvement). 1.4 The principles in this guide may be applied to drug product or active pharmaceutical ingredient/drug substance pharmaceutical and biopharmaceutical batch or continuous manufacturing processes or supporting utility systems (for example, TOC for purified water and water for injection systems, and so forth). 1.5 The principles in this guide may be applied during the development and manufacturing of a new process or product or for the improvement or redesign, or both, of an existing process. 1.6 Continuous process verification may be applied to manufacturing processes that use monitoring systems that provide frequent and objective measurement of process data in real time. These processes may or may not employ in-, on-, or at-line analyzers/controllers that monitor, measure, analyze, and control the process performance. The associated processes may or may not have a design space. 1.7 This guide may be used independently or in conjunction with other proposed E55 standards to be published by ASTM International.""",https://webstore.ansi.org/standards/astm/astme253716,
ASTM,ASTM E2656-16,Standard Practice for Real-time Release Testing of Pharmaceutical Water for the Total Organic Carbon Attribute,"""1.1 This practice establishes an approach to the real-time release testing (RTRT) of pharmaceutical water based on the total organic carbon (TOC) attribute using on-line total organic carbon (OLTOC) instrumentation that is in agreement with current regulatory thinking. 1.2 This practice is harmonized with or supports the concepts of relevant ASTM International Committee E55 on Manufacture of Pharmaceutical Products standards, ICH Harmonized Tripartite Guidelines, the U.S. FDA PAT Guidance, and U.S. FDA Pharmaceutical cGMPs. 1.3 This practice does not provide general guidance information for pharmaceutical procedures that are considered standard practice in the pharmaceutical industry. This practice provides specific guidance for non-standardized procedures. 1.4 This practice does not address the user&#x2019;s various internal procedures for risk, change, or quality management systems. The overall project effort associated with this practice shall be proportional to the overall risk of failing the pharmaceutical water&#x2019;s TOC concentration specification. 1.5 This practice does not purport to establish how to comply with pharmacopeias. The RTRT methodology selected must assure compliance with the user&#x2019;s current required pharmacopeias. However, compliance with pharmacopeia TOC methods is not necessarily sufficient to meet current regulatory expectations for RTRT. 1.6 This practice does not purport to substitute for or replace compendial bioburden testing requirements. It is strictly applicable to the TOC attribute of water quality. 1.7 This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety and health practices and determine the applicability of regulatory limitations prior to use.""",https://webstore.ansi.org/standards/astm/astme265616,
ASTM,ASTM E2656-16 Red,Standard Practice for Real-time Release Testing of Pharmaceutical Water for the Total Organic Carbon Attribute (Standard + Redline PDF Bundle),"""1.1 This practice establishes an approach to the real-time release testing (RTRT) of pharmaceutical water based on the total organic carbon (TOC) attribute using on-line total organic carbon (OLTOC) instrumentation that is in agreement with current regulatory thinking. 1.2 This practice is harmonized with or supports the concepts of relevant ASTM International Committee E55 on Manufacture of Pharmaceutical Products standards, ICH Harmonized Tripartite Guidelines, the U.S. FDA PAT Guidance, and U.S. FDA Pharmaceutical cGMPs. 1.3 This practice does not provide general guidance information for pharmaceutical procedures that are considered standard practice in the pharmaceutical industry. This practice provides specific guidance for non-standardized procedures. 1.4 This practice does not address the user&#x2019;s various internal procedures for risk, change, or quality management systems. The overall project effort associated with this practice shall be proportional to the overall risk of failing the pharmaceutical water&#x2019;s TOC concentration specification. 1.5 This practice does not purport to establish how to comply with pharmacopeias. The RTRT methodology selected must assure compliance with the user&#x2019;s current required pharmacopeias. However, compliance with pharmacopeia TOC methods is not necessarily sufficient to meet current regulatory expectations for RTRT. 1.6 This practice does not purport to substitute for or replace compendial bioburden testing requirements. It is strictly applicable to the TOC attribute of water quality. 1.7 This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety and health practices and determine the applicability of regulatory limitations prior to use.""",https://webstore.ansi.org/standards/astm/astme265616red,
ASTM,ASTM E2891-20,Standard Guide for Multivariate Data Analysis in Pharmaceutical Development and Manufacturing Applications,"""1.1 This guide covers the applications of multivariate data analysis (MVDA) to support pharmaceutical development and manufacturing activities. MVDA is one of the key enablers for process understanding and decision making in pharmaceutical development, and for the release of intermediate and final products after being validated appropriately using a science and risk-based approach. 1.2 The scope of this guide is to provide general guidelines on the application of MVDA in the pharmaceutical industry. While MVDA refers to typical empirical data analysis, the scope is limited to providing a high level guidance and not intended to provide application-specific data analysis procedures. This guide provides considerations on the following aspects: 1.2.1 Use of a risk-based approach (understanding the objective requirements and assessing the fit-for-use status); 1.2.2 Considerations on the data collection and diagnostics used for MVDA (including data preprocessing and outliers); 1.2.3 Considerations on the different types of data analysis, model testing, and validation; 1.2.4 Qualified and competent personnel; and 1.2.5 Life-cycle management of MVDA model. 1.3 This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety, health, and environmental practices and determine the applicability of regulatory limitations prior to use. 1.4 This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme289120,
ASTM,ASTM E2891-20 Red,Standard Guide for Multivariate Data Analysis in Pharmaceutical Development and Manufacturing Applications (Standard + Redline PDF Bundle),"""",https://webstore.ansi.org/standards/astm/astme289120red,
ASTM,ASTM E2968-23,Standard Guide for Application of Continuous Manufacturing (CM) in the Pharmaceutical Industry,"""1.1This guide introduces key concepts and principles to assist in the appropriate selection, development and operation of CM technologies for the manufacture of pharmaceutical products. Athough selected concepts covered here can be applied to biopharmaceutical CM (BioCM), the focus of this guide is on non-biopharmaceutical applications. 1.2Particular consideration is given to the development and application of the appropriate scientific understanding and engineering principles that differentiate CM from traditional batch manufacturing. 1.3Most of the underlying concepts and principles (for example, process dynamics and process control) outlined in this guide can be applied to both Drug Substance (DS) and Drug Product (DP) processes. However, it should be recognized that in Drug Substance production the emphasis may be more on chemical behavior and dynamics in a fluid phase whereas for solid drug product manufacture there may be a greater emphasis on the physical behavior and dynamics in a solid/powder format. 1.4This guide is also intended to apply in both the development of new processes, or the redesign of existing ones. 1.5All values are stated in SI units. No other units of measurement are included in this standard. 1.6This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety, health, and environmental practices and determine the applicability of regulatory limitations prior to use. 1.7This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme296823,
ASTM,ASTM E2968-23 Red,Standard Guide for Application of Continuous Manufacturing (CM) in the Pharmaceutical Industry (Standard + Redline PDF Bundle),"""",https://webstore.ansi.org/standards/astm/astme296823red,
ASTM,ASTM E3077-17e2,Standard Guide for Raw Material eData Transfer from Material Suppliers to Pharmaceutical & Biopharmaceutical Manufacturers,"""1.1 This guide is applicable to all elements of raw material electronic data (eData) transfer from a Supplier which provides a raw material to a Customer which receives the raw material. 1.2 This guide is developed for pharmaceutical and biopharmaceutical manufacturers and their suppliers, but may be suitable for other industries that routinely transfer data. 1.3 The guide may also be applicable to raw material eData transfer between companies in the supply chain. 1.4 The guide is applicable to new and existing raw materials. 1.5 This guide is applicable to the life-cycle of a raw material (that is, data generated throughout the processing stages of the raw material) and is not dependent on the Supplier or Customer. 1.6 This guide describes two major areas of eData standard: the data format and the data content including the taxonomy and nomenclature. 1.7 The guide currently only covers data content and data format in the English language. The data format shall not be translated. Use of other languages for the data content outside the scope of this guide. 1.8 The format is based on Extensible Markup Language (XML) 1.0. 1.9 This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme307717e2,
ASTM,ASTM E3169-18,Standard Guide for Digital Imaging and Communication in Nondestructive Evaluation (DICONDE),"""1.1 The display, transfer and storage of digital nondestructive evaluation data in a common, open format is necessary for the effective interpretation and preservation of evaluation results. ASTM International has developed common open standards for Digital Imaging and Communication in Nondestructive Evaluation (DICONDE) based on the ubiquitous healthcare industry standard Digital Imaging and Communication in Medicine (DICOM). This guide provides an overview of the ASTM International standard practices that address DICONDE and assistance in identifying the correct standard practices for different use cases. 1.2 This document provides an overview of how to utilize the ASTM DICONDE standard practices found in paragraph 2.1.2 on ASTM DICONDE Test Methods Standards for the display, transfer and storage of digital nondestructive test data 1.3 This document provides an overview of how to utilize the DICOM standard found in paragraph 2.2 on Other Documents for the display, transfer and storage of digital nondestructive test data for test methods not explicitly addressed by a DICONDE standard practice but having an equivalent medical imaging modality. 1.4 This document provides recommendations for the display, transfer and storage of nondestructive digital test data not addressed in 1.2 or 1.3. 1.5 This document provides an overview of how to utilize the ASTM DICONDE standard practices found in paragraph 2.1.3 on ASTM DICONDE Interoperability Standards for validating a system that follows the ASTM DICONDE standard for the display, transfer and storage of digital nondestructive test data. 1.6 This document provides an overview of how to utilize the ASTM DICONDE standard practices found in 2.1.3 for validating that two or more systems that follow the ASTM DICONDE standard for the transfer of digital nondestructive test data can successfully transfer data. 1.7 This document provides an overview of how to utilize the ASTM DICONDE standard practices found in 2.1.3 for validating that two or more systems that follow the ASTM DICONDE standard for the display of digital nondestructive test data display data consistently. 1.8 Although this guide contains no values that require units, it does describe methods to store and communicate data that do require units to be properly interpreted. The SI units required by this guide are to be regarded as standard. No other units of measurement are included in this guide. 1.9 This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety, health, and environmental practices and determine the applicability of regulatory limitations prior to use. 1.10 This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme316918,
ASTM,ASTM E3250-21,Standard Practice for Product Temperature and Equipment Pressure Instrumentation in Pharmaceutical Freeze Drying,"""1.1Recommended best practices in monitoring of product status during pharmaceutical freeze drying are presented focusing on methods that apply to both laboratory and production scale. 1.2With respect to product temperature measurement, sources of uncertainty associated with any type of measurement probe are discussed, as well as important differences between the two most common types of temperature-measuring instruments ""   thermocouples and resistance temperature detectors (RTD). Two types of pressure transducers are discussed ""   thermal conductivity type gauges and capacitance manometers, with the Pirani gauge being the thermal conductivity type gauge of choice. It is recommended that both types of pressure gauge be used on both the product chamber and the condenser for freeze dryers with an external condenser, and the reasoning for this recommendation is discussed. 1.3Aseptic filling and sterilization practices are outside the scope of this practice. These are recommendations to assist users in selecting best practices and they are not intended to supersede or replace regulatory requirements. 1.4Units - The values stated in SI units are to be regarded as the standard. No other units of measurement are included in this standard with the exception of mTorr for pressure measurement 1.5This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety, health, and environmental practices and determine the applicability of regulatory limitations prior to use. 1.6This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.""",https://webstore.ansi.org/standards/astm/astme325021,
