ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
CSA,CSA Z10524-1:19 (R2024),"Pressure regulators for use with medical gases - Part 1: Pressure regulators and pressure regulators with flow-metering devices (Adopted ISO 10524-1:2018, second edition, 2018-01, with Canadian deviations)","""Visit the link for more information""",https://www.csagroup.org/store/product/CSA%20Z10524-1%3A19,
CSA,CSA Z10524-2:19 (R2024),"Pressure regulators for use with medical gases - Part 2: Manifold and line pressure regulators (Adopted ISO 10524-2:2018, second edition, 2018-01, with Canadian deviations)","""Visit the link for more information""",https://www.csagroup.org/store/product/CSA%20Z10524-2%3A19,
CSA,CSA Z10524-3:19 (R2024),"Pressure regulators for use with medical gases - Part 3: Pressure regulators integrated with cylinder valves (Adopted ISO 10524-3:2019, second edition, 2019-01, with Canadian deviations)","""Visit the link for more information""",https://www.csagroup.org/store/product/CSA%20Z10524-3%3A19,
CSA,CSA Z314:23,Canadian medical device reprocessing in all health care settings,"""Visit the link for more information""",https://www.csagroup.org/store/product/CSA%20Z314%3A23,
CSA,CSA Z387:19 (R2024),Safe use of electrosurgical medical devices and systems in health care,"""Visit the link for more information""",https://www.csagroup.org/store/product/CSA%20Z387%3A19,
CSA,CSA Z7396.1:22,"Medical gas pipeline systems - Part 1: Pipelines for medical gases, medical vacuum, medical support gases, and anaesthetic gas scavenging systems","""Visit the link for more information""",https://www.csagroup.org/store/product/CSA%20Z7396.1%3A22,
CSA,CSA Z9170-1:19 (R2024),"Terminal units for medical gas pipeline systems - Part 1: Terminal units for use with compressed medical gases, vacuum, and anaesthetic gas scavenging systems (Adopted ISO 9170-1:2017, third edition, 2017-07, with Canadian deviations)","""Visit the link for more information""",https://www.csagroup.org/store/product/CSA%20Z9170-1%3A19,
IEC,IEC 60336:2020,Medical electrical equipment - X-ray tube assemblies for medical diagnosis - Focal spot dimensions and related characteristics,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_062504,
IEC,IEC 60601-1-12:2014/AMD1:2020,Amendment 1 - Medical electrical equipment - Part 1-12: General requirements for basic safety and essential performance - Collateral Standard: Requirements for medical electrical equipment and medical electrical systems intended for use in the emergency medical services environment,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_064928,
IEC,IEC 60601-1-12:2014+AMD1:2020 CSV,Medical electrical equipment - Part 1-12: General requirements for basic safety and essential performance - Collateral Standard: Requirements for medical electrical equipment and medical electrical systems intended for use in the emergency medical services environment,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_067385,
IEC,IEC 60601-2-33:2022,Medical electrical equipment - Part 2-33: Particular requirements for the basic safety and essential performance of magnetic resonance equipment for medical diagnosis,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_067211,
IEC,IEC 60601-2-35:2020,"Medical electrical equipment - Part 2-35: Particular requirements for the basic safety and essential performance of heating devices using blankets, pads and mattresses and intended for heating in medical use","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_064030,
IEC,IEC 60601-2-35:2020/AMD1:2023,"Amendment 1 - Medical electrical equipment - Part 2-35: Particular requirements for the basic safety and essential performance of heating devices using blankets, pads or mattresses and intended for heating in medical use","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_068375,
IEC,IEC 60601-2-35:2020+AMD1:2023 CSV,"Medical electrical equipment - Part 2-35: Particular requirements for the basic safety and essential performance of heating devices using blankets, pads or mattresses and intended for heating in medical use","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_090577,
IEC,IEC 60601-2-37:2024,Medical electrical equipment - Part 2-37: Particular requirements for the basic safety and essential performance of ultrasonic medical diagnostic and monitoring equipment,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_078093,
IEC,IEC 60806:2022,Determination of the maximum symmetrical radiation field of X-ray tube assemblies and X-ray source assemblies for medical diagnosis,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_067501,
IEC,IEC 61010-2-040:2020,"Safety requirements for electrical equipment for measurement, control, and laboratory use - Part 2-040: Particular requirements for sterilizers and washer-disinfectors used to treat medical materials","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_065166,
IEC,IEC 61223-3-5:2019,Evaluation and routine testing in medical imaging departments - Part 3-5: Acceptance and constancy tests - Imaging performance of computed tomography X-ray equipment,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_059789,
IEC,IEC 61223-3-6:2020,Evaluation and routine testing in medical imaging departments - Part 3-6: Acceptance and constancy tests - Imaging performance of mammographic X-ray equipment used in a mammographic tomosynthesis mode of operation,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_059955,
IEC,IEC 61223-3-8:2024,Evaluation and routine testing in medical imaging departments - Part 3-8: Acceptance and constancy tests - Imaging performance of X-ray equipment for radiography and radioscopy,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_064680,
IEC,IEC 61326-2-6:2020,"Electrical equipment for measurement, control and laboratory use - EMC requirements - Part 2-6: Particular requirements - In vitro diagnostic (IVD) medical equipment","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_062794,
IEC,IEC 61558-2-15:2022,"Safety of transformers, reactors, power supply units and combinations thereof - Part 2-15: Particular requirements and tests for isolating transformers for medical IT systems for the supply of medical locations","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_068575,
IEC,IEC 62127-1:2022,Ultrasonics - Hydrophones - Part 1: Measurement and characterization of medical ultrasonic fields,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_060227,
IEC,IEC 62366-1:2015/AMD1:2020,Amendment 1 - Medical devices - Part 1: Application of usability engineering to medical devices,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_059980,
IEC,IEC 62366-1:2015+AMD1:2020 CSV,Medical devices - Part 1: Application of usability engineering to medical devices,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_067220,
IEC,IEC 63077:2019,Good refurbishment practices for medical imaging equipment,"""Visit the link for more information""",https://www.csagroup.org/store/product/iec_061821,
IEC,IEC 80601-2-78:2019,"Medical electrical equipment - Part 2-78: Particular requirements for basic safety and essential performance of medical robots for rehabilitation, assessment, compensation or alleviation","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_033594,
IEC,IEC 80601-2-78:2019/AMD1:2024,"Amendment 1 - Medical electrical equipment - Part 2-78: Particular requirements for basic safety and essential performance of medical robots for rehabilitation, assessment, compensation or alleviation","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_069618,
IEC,IEC 80601-2-78:2019+AMD1:2024 CSV,"Medical electrical equipment - Part 2-78: Particular requirements for basic safety and essential performance of medical robots for rehabilitation, assessment, compensation or alleviation","""Visit the link for more information""",https://www.csagroup.org/store/product/iec_093014,
ISO,ISO 10079-1:2022,Medical suction equipment — Part 1: Electrically powered suction equipment,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_081532,
ISO,ISO 10079-2:2022,Medical suction equipment — Part 2: Manually powered suction equipment,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_081533,
ISO,ISO 10079-3:2022,Medical suction equipment — Part 3: Suction equipment powered from a vacuum or positive pressure gas source,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_081534,
ISO,ISO 10524-1:2018/Amd 1:2023,Pressure regulators for use with medical gases — Part 1: Pressure regulators and pressure regulators with flow-metering devices — Amendment 1,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_086102,
ISO,ISO 10524-3:2019,Pressure regulators for use with medical gases -- Part 3: Pressure regulators integrated with cylinder valves (VIPRs),"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_066691,
ISO,ISO 10993-12:2021,Biological evaluation of medical devices — Part 12: Sample preparation and reference materials,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_075769,
ISO,ISO 10993-17:2023,Biological evaluation of medical devices — Part 17: Toxicological risk assessment of medical device constituents,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_075323,
ISO,ISO 10993-18:2020,Biological evaluation of medical devices — Part 18: Chemical characterization of medical device materials within a risk management process,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_064750,
ISO,ISO 10993-18:2020/Amd 1:2022,Biological evaluation of medical devices — Part 18: Chemical characterization of medical device materials within a risk management process — Amendment 1: Determination of the uncertainty factor,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_082241,
ISO,ISO 10993-2:2022,Biological evaluation of medical devices — Part 2: Animal welfare requirements,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_078866,
ISO,ISO 10993-23:2021,Biological evaluation of medical devices — Part 23: Tests for irritation,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_074151,
ISO,ISO 10993-9:2019,Biological evaluation of medical devices — Part 9: Framework for identification and quantification of potential degradation products,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_064580,
ISO,ISO 11197:2019,Medical supply units,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_074384,
ISO,ISO 11607-1:2019,"Packaging for terminally sterilized medical devices -- Part 1: Requirements for materials, sterile barrier systems and packaging systems","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_070799,
ISO,ISO 11607-1:2019/Amd 1:2023,"Packaging for terminally sterilized medical devices — Part 1: Requirements for materials, sterile barrier systems and packaging systems — Amendment 1: Application of risk management","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_081823,
ISO,ISO 11607-2:2019,"Packaging for terminally sterilized medical devices -- Part 2: Validation requirements for forming, sealing and assembly processes","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_070800,
ISO,ISO 11607-2:2019/Amd 1:2023,"Packaging for terminally sterilized medical devices — Part 2: Validation requirements for forming, sealing and assembly processes — Amendment 1: Application of risk management","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_081248,
ISO,ISO 11608-1:2022,Needle-based injection systems for medical use — Requirements and test methods — Part 1: Needle-based injection systems,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_070733,
ISO,ISO 11608-2:2022,Needle-based injection systems for medical use — Requirements and test methods — Part 2: Double-ended pen needles,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_070734,
ISO,ISO 11608-3:2022,Needle-based injection systems for medical use — Requirements and test methods — Part 3: Containers and integrated fluid paths,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_076626,
ISO,ISO 11608-4:2022,Needle-based injection systems for medical use — Requirements and test methods — Part 4: Needle-based injection systems containing electronics,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_072450,
ISO,ISO 11608-5:2022,Needle-based injection systems for medical use — Requirements and test methods — Part 5: Automated functions,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_076627,
ISO,ISO 14155:2020,Clinical investigation of medical devices for human subjects — Good clinical practice,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_071690,
ISO,ISO 14160:2020,"Sterilization of health care products — Liquid chemical sterilizing agents for single-use medical devices utilizing animal tissues and their derivatives — Requirements for characterization, development, validation and routine control of a sterilization process for medical devices","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_073159,
ISO,ISO 14708-2:2019,Implants for surgery -- Active implantable medical devices -- Part 2: Cardiac pacemakers,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_067699,
ISO,ISO 14708-4:2022,Implants for surgery — Active implantable medical devices — Part 4: Implantable infusion pump systems,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_073537,
ISO,ISO 14708-5:2020,Implants for surgery — Active implantable medical devices — Part 5: Circulatory support devices,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_069898,
ISO,ISO 14708-6:2019,Implants for surgery -- Active implantable medical devices -- Part 6: Particular requirements for active implantable medical devices intended to treat tachyarrhythmia (including implantable defibrillators),"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_067700,
ISO,ISO 14708-7:2019,Implants for surgery — Active implantable medical devices — Part 7: Particular requirements for cochlear and auditory brainstem implant systems,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_067701,
ISO,ISO 14971:2019,Medical devices — Application of risk management to medical devices,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_072704,
ISO,ISO 15002:2023,Flow control devices for connection to a medical gas supply system,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_075973,
ISO,ISO 15189:2022,Medical laboratories — Requirements for quality and competence,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_076677,
ISO,ISO 15223-1:2021,Medical devices — Symbols to be used with information to be supplied by the manufacturer — Part 1: General requirements,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_077326,
ISO,ISO 16571:2024,Systems for evacuation of plume generated by medical devices,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_083065,
ISO,ISO 17511:2020,"In vitro diagnostic medical devices — Requirements for establishing metrological traceability of values assigned to calibrators, trueness control materials and human samples","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_069984,
ISO,ISO 17664-1:2021,Processing of health care products — Information to be provided by the medical device manufacturer for the processing of medical devices — Part 1: Critical and semi-critical medical devices,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_081720,
ISO,ISO 17664-2:2021,Processing of health care products — Information to be provided by the medical device manufacturer for the processing of medical devices — Part 2: Non-critical medical devices,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_074152,
ISO,ISO 17665:2024,"Sterilization of health care products — Moist heat — Requirements for the development, validation and routine control of a sterilization process for medical devices","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_080271,
ISO,ISO 18113-1:2022,"In vitro diagnostic medical devices — Information supplied by the manufacturer (labelling) — Part 1: Terms, definitions, and general requirements","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_079866,
ISO,ISO 18113-2:2022,In vitro diagnostic medical devices — Information supplied by the manufacturer (labelling) — Part 2: In vitro diagnostic reagents for professional use,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_079867,
ISO,ISO 18113-3:2022,In vitro diagnostic medical devices — Information supplied by the manufacturer (labelling) — Part 3: In vitro diagnostic instruments for professional use,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_079868,
ISO,ISO 18113-4:2022,In vitro diagnostic medical devices — Information supplied by the manufacturer (labelling) — Part 4: In vitro diagnostic reagents for self-testing,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_079869,
ISO,ISO 18113-5:2022,In vitro diagnostic medical devices — Information supplied by the manufacturer (labelling) — Part 5: In vitro diagnostic instruments for self-testing,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_079870,
ISO,ISO 19461-2:2022,Radiological protection — Measurement for the clearance of waste contaminated with radioisotopes for medical application — Part 2: Management of solid radioactive waste in nuclear medicine facilities,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_075370,
ISO,ISO 20658:2023,Requirements for the collection and transport of samples for medical laboratory examinations,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_080035,
ISO,ISO 20916:2019,In vitro diagnostic medical devices -- Clinical performance studies using specimens from human subjects -- Good study practice,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_069455,
ISO,ISO 21151:2020,In vitro diagnostic medical devices — Requirements for international harmonisation protocols establishing metrological traceability of values assigned to calibrators and human samples,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_069985,
ISO,ISO 21474-2:2022,In vitro diagnostic medical devices — Multiplex molecular testing for nucleic acids — Part 2: Validation and verification,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_078024,
ISO,ISO 21649:2023,Needle-free injection systems for medical use — Requirements and test methods,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_082503,
ISO,ISO 22367:2020,Medical laboratories — Application of risk management to medical laboratories,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_071254,
ISO,ISO 22441:2022,"Sterilization of health care products — Low temperature vaporized hydrogen peroxide — Requirements for the development, validation and routine control of a sterilization process for medical devices","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_073214,
ISO,ISO 22442-1:2020,Medical devices utilizing animal tissues and their derivatives — Part 1: Application of risk management,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_074280,
ISO,ISO 22442-2:2020,"Medical devices utilizing animal tissues and their derivatives — Part 2: Controls on sourcing, collection and handling","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_074281,
ISO,ISO 25424:2018/Amd 1:2022,"Sterilization of health care products — Low temperature steam and formaldehyde — Requirements for development, validation and routine control of a sterilization process for medical devices — Amendment 1","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_081821,
ISO,ISO 27269:2021,Health informatics — International patient summary,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_079491,
ISO,ISO 407:2023,Small medical gas cylinders — Pin-index yoke-type valve connections,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_085829,
ISO,ISO 80601-2-84:2023,Medical electrical equipment — Part 2-84: Particular requirements for the basic safety and essential performance of ventilators for the emergency medical services environment,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_083438,
ISO,ISO 8536-12:2021,Infusion equipment for medical use — Part 12: Check valves for single use,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_079681,
ISO,ISO 8536-13:2024,Infusion equipment for medical use — Part 13: Graduated flow regulators for single use with fluid contact,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_085016,
ISO,ISO 8536-15:2022/Amd 1:2023,Infusion equipment for medical use — Part 15: Light-protective infusion sets for single use — Amendment 1,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_085079,
ISO,ISO 8536-2:2023,Infusion equipment for medical use — Part 2: Closures for infusion bottles,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_082223,
ISO,ISO 8536-3:2009/Amd 1:2022,Infusion equipment for medical use — Part 3: Aluminium caps for infusion bottles — Amendment 1,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_082922,
ISO,ISO 8536-4:2019,"Infusion equipment for medical use -- Part 4: Infusion sets for single use, gravity feed","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_070730,
ISO/ASTM,ISO/ASTM TR 52916:2022,Additive manufacturing for medical — Data — Optimized medical image data,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_075143,
ISO/IEEE,ISO/IEEE 11073-10101:2020,Health informatics — Device interoperability — Part 10101: Point-of-care medical device communication — Nomenclature,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_077338,
ISO/IEEE,ISO/IEEE 11073-10201:2020,Health informatics — Device interoperability — Part 10201: Point-of-care medical device communication — Domain information model,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_077339,
ISO/IEEE,ISO/IEEE 11073-10700:2024,Health informatics — Device interoperability — Part 10700: Point-of-care medical device communication — Standard for base requirements for participants in a Service-oriented Device Connectivity (SDC) system,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_088167,
ISO/IEEE,ISO/IEEE 11073-10701:2024,Health informatics — Device interoperability — Part 10701: Point-of-care medical device communication — Metric provisioning by participants in a Service-oriented Device Connectivity (SDC) system,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_088168,
ISO/IEEE,ISO/IEEE 11073-20701:2020,Health informatics — Device interoperability — Part 20701: Point-of-care medical device communication — Service oriented medical device exchange architecture and protocol binding,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_078227,
ISO/TR,ISO/TR 20416:2020,Medical devices — Post-market surveillance for manufacturers,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_067942,
ISO/TR,ISO/TR 21582:2021,Pyrogenicity — Principles and methods for pyrogen testing of medical devices,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_071150,
ISO/TR,ISO/TR 24971:2020,Medical devices — Guidance on the application of ISO 14971,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_074437,
ISO/TS,ISO/TS 10993-19:2020,"Biological evaluation of medical devices — Part 19: Physico-chemical, morphological and topographical characterization of materials","""Visit the link for more information""",https://www.csagroup.org/store/product/iso_075138,
ISO/TS,ISO/TS 21387:2020,Sterilization of medical devices — Guidance on the requirements for the validation and routine processing of ethylene oxide sterilization processes using parametric release,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_070849,
ISO/TS,ISO/TS 22421:2021,Sterilization of health care products — Common requirements for sterilizers for terminal sterilization of medical devices in health care facilities,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_073158,
ISO/TS,ISO/TS 23128:2019,Medical devices -- Transfusion set and blood bag compatibility test method,"""Visit the link for more information""",https://www.csagroup.org/store/product/iso_078329,
