ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
IAF,IAF MD20:2023,Transition Requirements for ISO/IEC 27006-1:2024,"""This document provides transition requirements for ISO/IEC 27006-1:2024.""",https://iaf.nu/iaf_system/uploads/documents/IAF_MD_29_27006-1_Transition_21052024.pdf,
IAF,IAF MD22:2023,Procedure for the Investigation and Resolution of Complaints,"""IAF has adopted the procedure set out in this document for the investigation and resolution of complaints made to IAF.  Complaints received may concern decisions and activities of IAF or IAF members, or conformity assessment bodies (CABs) accredited by IAF Accreditation Body Members.""",https://iaf.nu/iaf_system/uploads/documents/IAF_PR1_2023_COMPLAINTS_PROCEDURE_Issue3_Version2_160620231.pdf,
IAF,IAF MD23:2023,General Procedures for the Development of IAF Documents,"""This procedure sets out the rules for the development and approval of IAF documents.
(See also IAF GA Resolution 2018-24, which provides a definition for the term ""application date"" as used in IAF documents).""",https://iaf.nu/iaf_system/uploads/documents/IAF_PR2_2024_Issue_5_020620241.pdf,
IAF,IAF MD25:2023,Procedures for IAF General Assembly Meetings,"""This procedure sets out the formal rules for the management of the IAF General Assembly Meetings.""",https://iaf.nu/iaf_system/uploads/documents/IAF-PR3-2005_IAF-GA_MeetProcedures1.pdf,
IAF,IAF MD26:2023,Procedure for Handling Applications for MoU Membership in IAF,"""This document describes procedures to be followed in the processing of applications from Accreditation Bodies, Industry and Certification Body Associations, and Regional Accreditation Groups for Memorandum of Understanding (MoU) Membership status in IAF.""",https://iaf.nu/iaf_system/uploads/documents/IAF_PR5_Issue_3_16062023.pdf,
IAF,IAF MD27:2023,Assignment of IAF Liaisons,"""Procedure for the appointment of individuals to represent IAF or act as contact persons between organisations where IAF and its members have special interests""",https://iaf.nu/iaf_system/uploads/documents/IAFPR62011_Assignment_of_IAF_Liaisons1.pdf,
IAF,IAF MD28:2023,Requirements for Producing IAF Mandatory Documents on Transitions,"""The objective of this document is to ensure the consistent and harmonized application of ISO/IEC 17011 for transitioning from one version of a normative document to another version of that document.""",https://iaf.nu/iaf_system/uploads/documents/IAF_PR_7_Transitions_Issue1_Version2_150620231.pdf,
IAF,IAF MD29:2024,Statement on Replacement of Assessments During the COVID-19 Pandemic,"""The IAF and ILAC General Assemblies have supported the publication of this statement, Replacement of Assessments During the COVID-19 Pandemic, developed by a Joint IAF/ILAC Executive Committee Task Force. The implementation date for this statement is the date of publication, i.e. March 2021.""",https://iaf.nu/iaf_system/uploads/documents/IAF-ILAC_Statement_on_Replacement_of_Assesssments_During_the_COVID-19_Pandemic.pdf,
IAF,IAF PR 1:2023, Statement re Delayed Evaluations 12 March 2020,"""This statement has been released by IAF and ILAC as a result of the increasing restrictions on travel and mandatory quarantine periods following travel due to the COVID-19 outbreak. It includes additional guidelines agreed by the IAF MLA MC and ILAC AMC to help ensure the transition of all accreditation bodies that are signatories to the ILAC MRA and IAF MLA to the 2017 version of ISO/IEC 17011 continues to be managed consistently across all regions in the final six to eight months of this transition period.""",https://iaf.nu/iaf_system/uploads/documents/IAF-ILAC_Statement_re_delayed_evaluations_12_March_2020.pdf,
IAF,IAF PR 2:2024,Multi-Lateral Mutual Recognition Arrangements (Arrangements): Requirements and Procedures for Evaluation of a Regional Group,"""This document provides IAF and/or ILAC with requirements or criteria for evaluating Regional Groups for the purpose of recognition. The date for application of this document is 29 June 2023.""",https://iaf.nu/iaf_system/uploads/documents/IAF-ILAC_A1_06_2023.pdf,
IAF,IAF PR 3:2005,Multi-Lateral Mutual Recognition Arrangements (Arrangements): Requirements and Procedures for Evaluation of a Single Accreditation Body,"""This document provides ILAC and IAF with requirements and a procedure for evaluating single Accreditation Bodies for the purpose of qualifying them to sign applicable multi-lateral mutual recognition Arrangement(s). The date for application of this document is immediate.""",https://iaf.nu/iaf_system/uploads/documents/IAF_ILAC_A2_06_2023.pdf,
IAF,IAF PR 5:2023,Multi-Lateral Mutual Recognition Arrangements (Arrangements): Template report for the peer evaluation of an Accreditation Body based on ISO/IEC 17011:2017,"""The purpose of this document is to provide a tool for the evaluation and report preparation process, allowing an AB under evaluation to present information, facts and figures about its performance and to provide a means for the evaluation team to present confirmation of this information within the evaluation report.""",https://iaf.nu/iaf_system/uploads/documents/IAF-ILAC_A3_06_2023.pdf,
IAF,IAF PR 6:2011,Transition Plan,"""In preparation for the publication of the revised ISO/IEC 17011 Conformity assessment – General requirements for accreditation bodies accrediting conformity assessment bodies in November 2017, IAF and ILAC have developed a plan to ensure that all accreditation bodies that are signatories to the IAF MLA and ILAC MRA have transitioned to ISO/IEC 17011:2017 three years from its date of publication in accordance with 2016 JGA Delhi Resolution 1 - Transition to ISO/IEC 17011:2017 and 2017 JGA Vancouver Resolution 2 - Implementation of transition to ISO/IEC 17011:2017.""",https://iaf.nu/iaf_system/uploads/documents/ISOIEC_170112017_Transition_Plan_.pdf,
IAF,IAF PR 7:2023,IAF Informative Document for QMS and EMS Scopes of Accreditation,"""This document is applicable for QMS and EMS management systems certification and is intended to facilitate the consistent application of Clause 7.1.2 of ISO/IEC 17021-1:2015 and Clause 7.2.1 of ISO/IEC 17011:2017 by Accreditation Bodies.""",https://iaf.nu/iaf_system/uploads/documents/IAF_ID1_2023_Issue_3_Version2_13062023.pdf,
IAF,IAF/ILAC A1:06/2023 IAF/ILAC Multi-Lateral Mutual Recognition Arrangements (Arrangements): Requirements and Procedures for Evaluation of a Regional Group,"Informative Document for Management of Extraordinary Events or Circumstances Affecting ABs, CABs and Certified Organizations","""Informative document intended to provide guidance to ABs and CABs on the appropriate course of action for the proper maintenance of accreditation and certification when extraordinary events or circumstances beyond the control of the organization happen.""",https://iaf.nu/iaf_system/uploads/documents/IAFID32011_Management_of_Extraordinary_Events_or_Circumstances1.pdf,
IAF,IAF/ILAC A2:06/2023 IAF/ILAC Multi-Lateral Mutual Recognition Arrangements (Arrangements): Requirements and Procedures for Evaluation of a Single Accreditation Body,Market Surveillance Visits to Certified Organizations,"""This document is intended to provide suggestions about how short market surveillance visits might be used by accreditation bodies or others in order to complement traditional oversight techniques.""",https://iaf.nu/iaf_system/uploads/documents/IAF_ID4_2020_Issue_2_Version2_13062023.pdf,
IAF,IAF/ILAC A3:06/2023 IAF/ILAC Multi-Lateral Mutual Recognition Arrangements (Arrangements): Template report for the peer evaluation of an Accreditation Body based on ISO/IEC 17011:2017,Principles on Remote Assessment,"""This document provides suggestions about how to plan, manage, and facilitate remote assessments used by Accreditation Bodies in order to complement traditional oversight techniques.""",https://iaf.nu/iaf_system/uploads/documents/IAF_ID12_Principles_Remote_Assessment_Issue1_Version21.pdf,
IAF,IAF/ILAC ISO/IEC 17011:2017 Transition Plan, IAF Medical Device Nomenclature (IAF MDN) Including Medical Device Risk Classifications,"""This document, developed to support of IAF MD8 and MD9, provides long established medical device names and classifications, where risk classifications do not exist in the Global Medical Device Nomenclature (GMDN).""",https://iaf.nu/iaf_system/uploads/documents/IAF_ID13_2024_Issue1_Version3_24012024.pdf,
IAF,IAFDB PL 1:2022,Guidance on the Determination of Audit Time for Integrated Audit of Multi-Site Management Systems,"""This informative document provides guidance for achieving a basic level of consistency for determining the audit time according to the application of the relevant requirements of ISO/IEC 17021-1 for audits of different management systems.""",https://iaf.nu/iaf_system/uploads/documents/IAF_ID14_2023_Issue1_Version2_13062023.pdf,
IAF,IAFDB PL1-Annex 1,Dealing with Fraudulent Behaviour,"""This document is intended to provide a framework within which IAF, regional accreditation groups, accreditation bodies and certification bodies can respond to cases of fraudulent behaviour in order to achieve the mandatory outcomes in IAF MD 7.""",https://iaf.nu/iaf_system/uploads/documents/IAF_ID_15_Issue_1_V2_20112023.pdf,
IAF,IAF-ILAC,Database Principles (2022),"""Database Principles (2022) - Annex 1 to IAFDB PL1.""",https://iaf.nu/iaf_system/uploads/documents/Principles_to_be_achieved_with_an_IAF_Database_of_Accredited_MS_Certifications_September2022.pdf,
IAF,IAF-ILAC,"Structure for the Management and Operation of IAF Database, LLC","""This document sets forth the structure for the management and operation of IAF Database, LLC.""",https://iaf.nu/iaf_system/uploads/documents/Structure_of_IAF_Database_Issue_4_Version_2.pdf,
