ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
CEN/TC 233,EN 12305:1997,Biotechnology - Modified organisms for application in the environment - Guidance for the sampling strategies for deliberate releases of genetically modified plaints,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11251,6214&cs=1AD9C5DFA77A818D2DBCC33C7725ED975",
CEN/TC 233,EN 12306:1997,"Biotechnology - Guidance for quality control of diagnostic kits used in agriculture, plant and animal pest and disease control and environmental contamination","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11256,6214&cs=15E83FD71FE7BE95F8AD1BA25E16D7282",
CEN/TC 233,EN 12307:1997,"Biotechnology - Large-scale process and production - Guidance for good practice, procedures, training and control for personnel","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11261,6214&cs=174E941E61EDA9D2C7E539F955AE8D30B",
CEN/TC 140,EN 12322:1999,In vitro diagnostic medical devices - Culture media for microbiology - Performance criteria for culture media,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:5097,6122&cs=1A6C1C4B48C14370AADFDBC1399C2E8B1",
CEN/TC 140,EN 12322:1999/A1:2001,In vitro diagnostic medical devices - Culture media for microbiology - Performance criteria for culture media,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:5116,6122&cs=174EC94453902EBB0FF051164CCEA111B",
CEN/TC 233,EN 12347:1998,Biotechnology - Performance criteria for steam sterilizers and autoclaves,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11268,6214&cs=1D8F640FDFEB224AF1F9E530343701281",
CEN/TC 216,EN 12353:2021,"Chemical disinfectants and antiseptics - Preservation of test organisms used for the determination of bactericidal (including Legionella), mycobactericidal, sporicidal, fungicidal and virucidal (including bacteriophages) activity","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:66438,6197&cs=17CCDF87F661D58E88467ACF067BB51D5",
CEN/TC 205,EN 12439:1998,Sterile rectal catheters for single use,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:9381,6186&cs=1A26F791E6B1D8FB0B17C43A6713E4C78",
CEN/TC 233,EN 12460:1998,Biotechnology - Large-scale process and production - Guidance on equipment selection and installation in accordance with the biological risk,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11258,6214&cs=10FA5DD7B83376CAD26366DFFF1D61BD9",
CEN/TC 233,EN 12461:1998,"Biotechnology - Large scale process and production - Guidance for the handling, inactivating and testing of waste","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11263,6214&cs=179AACA166935D7A36E1911811F9234A4",
CEN/TC 233,EN 12462:1998,Biotechnology - Performance criteria for pumps,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11274,6214&cs=123244AE0C54EBD22644FF1A0683BFDFA",
CEN/TC 233,EN 12468:1997,Biotechnology - Modified organisms for application in the environment - Guidance for the monitoring strategies for deliberate releases of genetically modified plants,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11244,6214&cs=1FE9F9DCD9E7B902E7E5F0BD82C040D55",
CEN/TC 205,EN 12470-1:2000+A1:2009,Clinical thermometers - Part 1: Metallic liquid-in-glass thermometers with maximum device,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:33161,6186&cs=118CD61D5168203FA675EAC5A5FD7C3C6",
CEN/TC 205,EN 12470-2:2000+A1:2009,Clinical thermometers - Part 2: Phase change type (dot matrix) thermometers,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:33162,6186&cs=15C7DCBB937D58B1E86676B0486446B6E",
CEN/TC 233,EN 12682:1998,Biotechnology - Modified organisms for application in the environment - Guidance for the characterization of the genetically modified organism by analysis of the functional expression of the genomic modification,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11247,6214&cs=1B80BF31BD5B6AE855B9C4CC7454E086C",
CEN/TC 233,EN 12683:1998,Biotechnology - Modified organisms for application in the environment - Guidance for the characterization of the genetically modified organism by analysis of the molecular stability of the genomic modification,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11248,6214&cs=16AEC8D343FDD2D797220C3FB995D8957",
CEN/TC 233,EN 12685:1998,"Biotechnology - Modified organisms for application in the environment - Guidance for the monitoring strategies for deliberate releases of genetically modified microorganisms, including viruses","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11250,6214&cs=1D65FF6383D7792A2C5A74A8590A0B57E",
CEN/TC 233,EN 12686:1998,"Biotechnology - Modified organisms for application in the environment - Guidance for the sampling strategies for deliberate releases of genetically modified microorganisms, including viruses","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11252,6214&cs=189E64E173167840B0C729A59E41030E3",
CEN/TC 233,EN 12687:1998,Biotechnology - Modified organisms for application in the environment - Guidance for the characterization of the genetically modified organism by analysis of the genomic modification,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11253,6214&cs=18652C7532E5F7744D6F53F12AAB34075",
CEN/TC 233,EN 12689:1998,"Biotechnology - Guidance on assessment of the purity, biological activity and stability of microorganism based products","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11255,6214&cs=15CFB4809B53AD18478E6DB1CFB601498",
CEN/TC 233,EN 12690:1999,Biotechnology - Performance criteria for shaft seals,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11275,6214&cs=1D78C7810A787A6FB3C2056F256EC5746",
CEN/TC 233,EN 12738:1999,"Biotechnology - Laboratories for research, development and analysis - Guidance for containment of animals inoculated with microorganisms in experiments","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11235,6214&cs=19FAEABAE955D5F86EF50593D8133076D",
CEN/TC 233,EN 12740:1999,"Biotechnology - Laboratories for research, development and analysis - Guidance for handling, inactivating and testing of waste","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11237,6214&cs=199C0837C64749E0659B0D56068364A77",
CEN/TC 233,EN 12741:1999,"Biotechnology - Laboratories for research, development and analysis - Guidance for biotechnology laboratory operations","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11241,6214&cs=14AFED8F8FFF91852810E5921FA3A4EC2",
CEN/TC 216,EN 1275:2005,Chemical disinfectants and antiseptics - Quantitative suspension test for the evaluation of basic fungicidal or basic yeasticidal activity of chemical disinfectants and antiseptics - Test method and requirements (phase 1),"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:24647,6197&cs=16E3B8A6FC004F8D378CBCF471CFDB52D",
CEN/TC 216,EN 1276:2019,"Chemical disinfectants and antiseptics - Quantitative suspension test for the evaluation of bactericidal activity of chemical disinfectants and antiseptics used in food, industrial, domestic and institutional areas - Test method and requirements (phase 2, step 1)","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:62654,6197&cs=1F222FC17FC7E13CDB85DE00C743070F5",
CEN/TC 216,EN 12791:2016+A1:2017,"Chemical disinfectants and antiseptics - Surgical hand disinfection - Test method and requirements (phase 2, step 2)","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65617,6197&cs=1B397DB8AF1BABADEFEB7A7965686D90E",
CEN/TC 233,EN 12884:1999,Biotechnology - Performance criteria for centrifuges,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11284,6214&cs=194C728E68D6BCB4B3209318B8EE87F39",
CEN/TC 233,EN 12885:1999,Biotechnology - Performance criteria for cell disrupters,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11285,6214&cs=1B5C3F19D4BE4FED3AF2DF274AE42DF1F",
CEN/TC 102,EN 13060:2014+A1:2018,Small steam sterilizers,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:67347,6085&cs=1882342C85794F50527F5C4CF75A7AD59",
CEN/TC 233,EN 13091:1999,Biotechnology - Performance criteria for filter elements and filtration assemblies,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11267,6214&cs=1EEC28397B390B2DCBF5EEC07DF7DC146",
CEN/TC 233,EN 13092:1999,Biotechnology - Equipment - Guidance on sampling and inoculation procedures,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11270,6214&cs=1347502EDF291F10C8B60516940B5378D",
CEN/TC 233,EN 13095:1999,Biotechnology - Performance criteria for off-gas systems,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11286,6214&cs=1389D1943A592CD966B88987F2D9E33EE",
CEN/TC 233,EN 13311-1:2001,Biotechnology - Performance criteria for vessels - Part 1: General performance criteria,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11290,6214&cs=1FFE65B029543292177372510BFD9031D",
CEN/TC 233,EN 13311-2:2001,Biotechnology - Performance criteria for vessels - Part 2: Pressure protection devices,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11278,6214&cs=1D559AA75FB866D13E0976F37CAEADC6C",
CEN/TC 233,EN 13311-3:2001,Biotechnology - Performance criteria for vessels - Part 3: Glass pressure vessels,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11279,6214&cs=16CD3B5266111BC735EE6C576FAA4645F",
CEN/TC 233,EN 13311-4:2001,Biotechnology - Performance criteria for vessels - Part 4: Bioreactors,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11281,6214&cs=11F4F10B283C24F154744F0BA5AC0C555",
CEN/TC 233,EN 13311-5:2001,Biotechnology - Performance criteria for vessels - Part 5: Kill tanks,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11282,6214&cs=1D52F85B2FF2713F827B6C93B0AD9BABD",
CEN/TC 233,EN 13311-6:2001,Biotechnology - Performance criteria for vessels - Part 6: Chromatography columns,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11283,6214&cs=1CE2D65002BEBFD0FD2E73E1B6E54F8F9",
CEN/TC 233,EN 13312-1:2001,Biotechnology - Performance criteria for piping and instrumentation - Part 1: General performance criteria,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11288,6214&cs=1E38CC4134FFC4A175F0848EBE27E8D39",
CEN/TC 233,EN 13312-2:2001,Biotechnology - Performance criteria for piping and instrumentation - Part 2: Couplings,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11269,6214&cs=15B63FFD0F0CF9D86C285968FEFD0C1C0",
CEN/TC 233,EN 13312-3:2001,Biotechnology - Performance criteria for piping and instrumentation - Part 3: Sampling and inoculation devices,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11271,6214&cs=173955B34BE0E62F34945683AEEBA0827",
CEN/TC 233,EN 13312-4:2001,Biotechnology - Performance criteria for piping and instrumentation - Part 4: Tubes and pipes,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11272,6214&cs=1BE5A796994103F91806892758C46EE02",
CEN/TC 233,EN 13312-5:2001,Biotechnology - Performance criteria for piping and instrumentation - Part 5: Valves,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11273,6214&cs=1CC7511F5CE2395B9E131D97575C07DE3",
CEN/TC 233,EN 13312-6:2001,Biotechnology - Performance criteria for piping and instrumentation - Part 6: Equipment probes,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11276,6214&cs=1C8C1D91BDF57ABE0FDF8B1B38B2D1FB4",
CEN/TC 233,EN 13441:2001,"Biotechnology - Laboratories for research, development and analysis - Guidance on containment of genetically modified plants","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:11242,6214&cs=17B3CAADDB4F1BB2055EFBBF0CDCBA5A7",
CEN/TC 140,EN 13532:2002,General requirements for in vitro diagnostic medical devices for self-testing,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:5109,6122&cs=13F613A83213D8BE879E89B681E40E28D",
CEN/TC 215,EN 13544-2:2002+A1:2009,Respiratory therapy equipment - Part 2: Tubing and connectors,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:33652,6196&cs=17EC14297564904A4CEB80194E32E2759",
CEN/TC 216,EN 13610:2002,"Chemical disinfectants - Quantitative suspension test for the evaluation of virucidal activity against bacteriophages of chemical disinfectants used in food and industrial areas - Test method and requirements (phase 2, step 1)","""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:10040,6197&cs=1FDCB82EEAA99E95A5C94E868576EB89F",
CEN/TC 140,EN 13612:2002,Performance evaluation of in vitro diagnostic medical devices,"""Visit the link for more information""","https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:5103,6122&cs=19EE59310350037BEF2C9E7AF693942CC",
