ASD Acronym,Designation,Title of Standard,Abstract,Link
TEAM-NB,Position Paper,Position Paper MDR Certification Process Consensus Document 20241218,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-MDR-Certification-Process-Consensus-Document-20241218.pdf
TEAM-NB,Position Paper,Joint IG NB Position Paper AI in MD Questionnaire V1.1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Joint-Team-NB-IG-NB-PositionPaper-AI-in-MD-Questionnaire-V1-20241125.pdf
TEAM-NB,Position Paper,Position Paper IVD Transfer Agreement 20240911,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-IVD-Transfer-Agreement-20240911.pdf
TEAM-NB,Template,IVD Confirmation Letter Template V2 20240710,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-IVDConfirmationLetterTemplate-V2-20240710.pdf
TEAM-NB,Position Paper,Position Paper TransferAgreement v02 20240702 with instructions,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-TransferAgreement-v02-20240702-with-instructions.pdf
TEAM-NB,Position Paper,Position Paper Classification of SARS Cov2,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-Classification-of-SARS-Cov2-20240202.pdf
TEAM-NB,Position Paper,Team NB Position Paper Lifetime Medical Device,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-Lifetime-Medical-Device-20231127.pdf
TEAM-NB,Position Paper,Position Paper LegacyMD Surveillance Transfer Agreement V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-TransferAgreement-V1-20230811-1.pdf
TEAM-NB,Position Paper,Position Paper MDR Transition Timelines Notified Body Capacity V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-MDRTransitionTimelines-NotifiedBodyCapacity-V1-20230810.pdf
TEAM-NB,Position Paper,Position Paper NB ConfirmationLetterEU2023 607 V2,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-NB-ConfirmationLetterEU2023-607-20230503-V2.pdf
TEAM-NB,Position Paper,Position Paper HybridAudits V2 20230516,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-HybridAudits-V2-20230516.docx
TEAM-NB,Position in,Position in Response to MDCG 2022 14 Item Number 17 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-Certificates_under_conditions-V1-20221128.docx
TEAM-NB,Position Paper,Position Paper Voluntary Transfer Agreement V1 20221005,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Team-NB-PositionPaper-VoluntaryTransfer-Agreement-V1-20221005.pdf
TEAM-NB,Position Paper,Position Paper CyberSecurity V1 20221005,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-CyberSecurity-V1-20221005.pdf
TEAM-NB,Position Paper,Position Paper Off LabelUse V1 20221005,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-Off-LabelUse-V1-20221005.pdf
TEAM-NB,Position Paper,Position Paper ConfAssessment Multiplexassays V1 20220714,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-ConfAssessment-Multiplexassays-V1-20220714.pdf
TEAM-NB,Position Paper,Position Paper ModificationsSamplingPlan V1 20220128,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-ModificationsSamplingPlan-V1-20220128.pdf
TEAM-NB,Position Paper,Position Paper on MDR_IVDR Implementation V3 20211201,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-on-MDR_IVDR-Implementation-V3-20211201.pdf
TEAM-NB,Position Paper,Position Paper Article117 NB Opinion Template V120211006,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-Article117-NB-Opinion-Template-V120211006.pdf
TEAM-NB,Position Paper,Position Paper Artificial Intelligence V1 20211006,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-Artificial-Intelligence-V1-20211006.pdf
TEAM-NB,Position Paper,Position Paper ImplantCard 20210720,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-ImplantCard-20210720.pdf
TEAM-NB,Position Paper,Position Paper ClassD conformity assessment V4.4 20210519,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-ClassD-conformity-assessment-V4.4-20210519.pdf
TEAM-NB,Position Paper,Position Paper Art117 Substantial Changes DrugDeviceCombination 20211221,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-Art117-Substantial-Changes-DrugDeviceCombination-20211221.pdf
TEAM-NB,Position Paper,Position Paper RemoteAudits V1 20201118,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-RemoteAudits-V1-20201118.pdf
TEAM-NB,Position Paper,Position Paper TCP V1 20200722,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-TCP-V1-20200722.pdf
TEAM-NB,Position Paper,Position Paper Documentation Requirements Article117 V1 20200401,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/01/Team-NB-PositionPaper-Documentation-Requirements-Article117-V1-20200401.pdf
TEAM-NB,Documents,Documents 2026,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#0f09a3b0c9e3b65ee
TEAM-NB,Position Paper,Position Paper MDR IVDR revision impact on the sector 20260302,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/03/Team-NB-PositionPaper-MDR-IVDR-revision-impact-on-the-sector-20260302.pdf
TEAM-NB,Member List,Member List 55,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2026/02/TEAM-NB-Member-List-55.pdf
TEAM-NB,Documents,Documents 2025,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#28a701c81ce7519cd
TEAM-NB,NB Perspective,NB Perspective on Future Governance in EU medical device sector 20250728,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/07/NB-Perspective-on-Future-Governance-in-EU-medical-device-sector-20250728.pdf
TEAM-NB,MD Sector,MD Sector Survey PressRelease 20250616,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/06/Team-NB-MD-Sector-Survey-PressRelease-20250616.docx
TEAM-NB,Survey,Survey 2024,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/06/Survey-2024.pdf
TEAM-NB,Press Release,Press Release COVID test classification change 20250404,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/04/Press-Release-TEAM-NB-COVID-test-classification-change-20250404.pdf
TEAM-NB,Member List,Member List 53,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/05/TEAM-NB-Member-List-53-web.pdf
TEAM-NB,Press Release WP3,PressRelease WP3 Task3.3 Certificates with Conditions 20250312,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/03/PressRelease-WP3-Task3.3-Certificates-with-Conditions-20250312.pdf
TEAM-NB,Press Release Training,PressRelease Training for MD manufacturers 20250212,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/03/PressRelease-Training-for-MD-manufacturers-20250212.pdf
TEAM-NB,Member List,Member List 51,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-Member-List-51.pdf
TEAM-NB,Documents,Documents 2024,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#b61bbbf2f17379bc9
TEAM-NB,Fact and Numbers,Few Facts and Numbers Strategy 20241213,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-byFewFacts-and-Numbers-Strategy-20241213.pdf
TEAM-NB,Code of Conduct,Code of Conduct V5 0 20240916,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/Code-of-Conduct-Team-NB-V5-0-20240916.pdf
TEAM-NB,Survey,Survey 2023 20240513,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Survey-2023-20240513.pdf
TEAM-NB,MD Sector,MD Sector Survey PressRelease 20240515,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-MD-Sector-Survey-PressRelease-20240515.pdf
TEAM-NB,Documents,Documents 2023,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#8be8d2b01c79d29af
TEAM-NB,Member List,Member List 45,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-Member-List-45.pdf
TEAM-NB,Press Release,22 Anniversary Press Release 20230420,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2023/TEAM-NB-22Anniversary-PressRelease-20230420.docx
TEAM-NB,Survey,Survey 2022 20230411,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2023/Survey-2022-20230411.pdf
TEAM-NB,MD Sector,MD Sector Survey PressRelease 20230411,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2023/Team-NB-MD-Sector-Survey-PressRelease-20230411.pdf
TEAM-NB,Leaflet,Leaflet.pdf,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2023/Team-NB-Leaflet.pdf
TEAM-NB,Documents,Documents 2022,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#49af43af7a590a5d8
TEAM-NB,Position Paper,Position Paper Certificates under conditions V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB-PositionPaper-Certificates_under_conditions-V1-20221128.docx
TEAM-NB,Position Paper,Position Paper AI Designation V1 20221216,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB%20PositionPaper-AI%20Designation-V1-20221216.pdf
TEAM-NB,Position Paper,Position Paper Modifications Sampling Plan V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB-PositionPaper-ModificationsSamplingPlan-V1.docx
TEAM-NB,Position Paper,Position Paper IVDR Significant changes V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB-PositionPaper-IVDR-Significant%20changes-V1.docx
TEAM-NB,Position Paper,Position Paper Article117 NB Opinion Template V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB-PositionPaper-Article117-NB-Opinion-Template-V1.docx
TEAM-NB,Member List,Member List 37 web,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/TEAM-NB-Member-List-37-web.pdf
TEAM-NB,Position Paper,Position Paper Off Label Use V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB-PositionPaper-Off-LabelUse-V1-20221005.pdf
TEAM-NB,Position Paper,Position Paper Interimmeasures Verifclass D V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB-PositionPaper-Inter-Verif-classD-V1-20221005.pdf
TEAM-NB,Position Paper,Position Paper Cyber Security V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB-PositionPaper-CyberSecurity-V1-20221005.pdf
TEAM-NB,MD Sector,MD Sector Survey PressRelease,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Team-NB-MD-Sector-Survey-PressRelease-20220516.pdf
TEAM-NB,Survey,Survey 2021,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/Survey-2021-20220516-1.pdf
TEAM-NB,Member List,Member List,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/members/M2022/TEAM-NB-Member-List-35-web.pdf
TEAM-NB,Documents,Documents 2021,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#ae4a0cb15ff232ecf
TEAM-NB,Member List,Member List,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-Member-List-34-web.pdf
TEAM-NB,Position Paper,Position Paper on MDR IVDR Implementation V3,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-PositionPaper-on-MDR_IVDR-Implementation-V3.pdf
TEAM-NB,Position Paper,Position Paper Artificial Intelligence,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-PositionPaper-Artificial-Intelligence.pdf
TEAM-NB,Position Paper,Position Paper Article117 NB Opinion Template V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-PositionPaper-Article117-NB-Opinion-Template-V1.pdf
TEAM-NB,Leaflet,Leaflet IVDR Performance 3,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Leaflet-IVDR-Performance-3.pdf
TEAM-NB,Leaflet,Leaflet PMS Training 2,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Leaflet-PMS-Training-2.pdf
TEAM-NB,Leaflet,Leaflet RemoteAudit Training 3,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Leaflet-RemoteAudit-Training-3.pdf
TEAM-NB,Leaflet,Leaflet RiskManagement Training 3,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Leaflet-RiskManagement-Training-3.pdf
TEAM-NB,Leaflet,Leaflet Software Training 2,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Leaflet-Software-Training-2.pdf
TEAM-NB,Leaflet,Leaflet Technical Documentation Training 2022 2,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Leaflet-Technical-Documentation-Training-2022-2.pdf
TEAM-NB,Leaflet,Leaflet Clinical Data Training 2022,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Leaflet-Clinical-Data-Training-2022.pdf
TEAM-NB,Position Paper,Position Paper Implant Card,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-PositionPaper-ImplantCard-202107020.pdf
TEAM-NB,Member List,Member List,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-Member-List-33.docx
TEAM-NB,CIRC ABC Remote Audit,CIRC ABC Remote Audit Analysis,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/CIRCABC-Remote-Audit-Analysis-May-2021.pdf
TEAM-NB,Position Paper,Position Paper ClassD V4.4,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-PositionPaper-ClassD-20210519-V4.4.pdf
TEAM-NB,Survey,Survey 2020,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Survey-2020.pptx
TEAM-NB,MD Sector,MD Sector Survey PressRelease 20210414,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-MD-Sector-Survey-PressRelease-20210414.pdf
TEAM-NB,Documents,Documents 2020,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#37bc8940134a75f6d
TEAM-NB,Position Paper,Team NB Position Paper Art117SubChangeLifeCycleMngt 202012,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NBPosition-Paper-Art117SubChangeLifeCycleMngt-202012.pdf
TEAM-NB,Position Paper,Position Paper RemoteAudits 20201118,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-PositionPaper-RemoteAudits-20201118.pdf
TEAM-NB,Member List,Member List 28,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-Member-List-28.pdf
TEAM-NB,Position Paper,Position Paper TCP V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Position-Paper-TCP-V1.pdf
TEAM-NB,List of,List of on line check for validity of certificates,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-List-of-on-line-check-for-validity-of-certificates-20200623.pdf
TEAM-NB,Survey,Survey 2019,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Survey-2019.pdf
TEAM-NB,MD Sector,MD Sector Survey PressRelease 20200505,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-MD-Sector-Survey-PressRelease-20200505-1.pdf
TEAM-NB,Statement,Statement MDR DoA postponement 20200428,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Statement-MDR-DoA-postponement-20200428.pdf
TEAM-NB,Position Paper,Position Paper on Documentation Requirements for Drug Device Combination Products Falling in the Scope of Article 117 of MDR 2017/745ï¿½,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB_Position-Paper_on-Documentation-Requirements-Article117-V1.pdf
TEAM-NB,Statment on,Statment on Covid 19 ï¿½ï¿½ï¿½ï¿½,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Statment-on-Covid-19-20200312.pdf
TEAM-NB,Position paper,Position paper on Dental Implants 20200311 V1,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Position-paper-on-Dental-Implants-20200311-V1.pdf
TEAM-NB,Documents,Documents 2019,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#5b4d6884acd41910f
TEAM-NB,Code of Conduct,Code of Conduct Medical Notified Bodies V4 0,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Code-of-Conduct-Medical-Notified-Bodies-V4-0.pdf
TEAM-NB,MD Sector,MD Sector Survey PressRelease 20190524,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-MD-Sector-Survey-PressRelease-20190524.pdf
TEAM-NB,Survey,Survey 2018.pptx,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Survey-2018.pptx
TEAM-NB,Press Release,Press Release Survey Capacities February,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Press-Release-Survey-Capacities-February-20190228-1.pdf
TEAM-NB,Joint NB,Joint NB Spinal Classification Decision Tree_final,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Joint-NB-Spinal-Classification-Decision-Tree_final.pdf
TEAM-NB,Press Release,Press Release IVDR Applications Survey 20190117,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Press-Release-IVDR-Applications-Survey-20190117-1.pdf
TEAM-NB,Documents,Documents 2018,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#4ef96a168b32ada66
TEAM-NB,Press Release,Press Release Applications Survey 20181218,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Press-Release-Applications-Survey-20181218-1.pdf
TEAM-NB,White Paper,White Paper One Year of Application,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/WhitePaper-OneYearofApplication.pdf
TEAM-NB,Position Paper,Position Paper 20181124,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-PositionPaper-20181124-1.pdf
TEAM-NB,Contact Transfer,Contact Transfer NB,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-Contact-Transfer-NB.pdf
TEAM-NB,Press Release,Press Release July Survey Capacities 20180820,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Press-Release-July-Survey-Capacities-20180820.pdf
TEAM-NB,MD Sector,MD Sector Survey PressReleas,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-MD-Sector-Survey-PressRelease-20180426.pdf
TEAM-NB,sector survey,sector survey in 2017,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Survey-2017.pptx
TEAM-NB,Press Release,Press Release Applications Survey 20180214,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-Press-Release-Applications-Survey-20180214-1.pdf
TEAM-NB,Documents,Documents 2017,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#858e9a9570929e60a
TEAM-NB,MD Survey,MD Survey PressRelease 20170413,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-MD-Survey-PressRelease-20170413.pdf
TEAM-NB,sector survey,sector survey in 2016,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Survey-2016.pdf
TEAM-NB,Leadless cardiac,Leadless cardiac pacemaker therapy : new guidance from an MHRA Expert Advisory Group,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Leadless_cardiac_pacemaker_therapy_-_EAG_initial_recommendations_.pdf
TEAM-NB,Documents,Documents 2016,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#4f4ff5603ba23a47d
TEAM-NB,Press Release,Press Release,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-PressRelease-20160706.pdf
TEAM-NB,MD Survey,MD Survey 2015.pptx,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Survey-2015.pptx
TEAM-NB,New version,New version 3.4 of Code of Conduct,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Code-of-Conduct-Medical-Notified-Bodies-v3-4-31-12-2015.pdf
TEAM-NB,Documents,Documents 2015,Visit the link for more information,https://www.team-nb.org/team-nb-documents/#93a74b0071385e130
TEAM-NB,Report,Report Meeting PermRep NL,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/TEAM-NB-Report-Meeting-PermRep-NL-20151210.pdf
TEAM-NB,NB Med,NB Med Report,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/Team-NB-NB-Med-Report-20151013-14.pdf
TEAM-NB,MDRF Report,MDRF Report,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/MDRF-Report-20150826.pdf
TEAM-NB,MDEG Report,MDEG Report,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/MDEG-Report-20150528.pdf
TEAM-NB,MD Survey,MD Survey 2014.pptx,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/documents2015/TEAM-NB-MD-Survey-2014.pptx
TEAM-NB,New Version,New Version 3.3 of Code of Conduct,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/02/documents2015/CodeofConductMedicalNotifiedbodiesv3-3dd14-1-2015.pdf
TEAM-NB,privacy policy,privacy policy,Visit the link for more information,https://www.team-nb.org/wp-content/uploads/2025/01/RGPD-TEAM-NB.pdf
TEAM-NB,Documents,Documents,Visit the link for more information,https://www.team-nb.org/team-nb-documents/
