ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
EDQM,EDQM Publication,Antivirals supportive pharmacopoeial texts for Covid-19    European Pharmacopoeia,"""Visit the link for more information""",https://freepub.edqm.eu/publications/39/detail,
EDQM,EDQM Publication,Validation of alternative/3Rs methods for the in-process quality control of Clostridium septicum vaccines,"""Visit the link for more information""",https://freepub.edqm.eu/publications/40/detail,
EDQM,EDQM Publication,Determination of hydrogen peroxide in cosmetic products,"""Visit the link for more information""",https://freepub.edqm.eu/publications/41/detail,
EDQM,EDQM Publication,Newsletter Transplant    latest edition,"""Visit the link for more information""",https://freepub.edqm.eu/publications/42/detail,
EDQM,EDQM Publication,Plasma Management Symposium,"""Visit the link for more information""",https://freepub.edqm.eu/publications/43/detail,
EDQM,EDQM Publication,Paper and board used in food contact materials and articles,"""Visit the link for more information""",https://freepub.edqm.eu/publications/44/detail,
EDQM,EDQM Publication,Fertility preservation: A guide for people facing an illness or life events that may affect their fertility,"""Visit the link for more information""",https://freepub.edqm.eu/publications/45/detail,
EDQM,EDQM Publication,Food contact materials and articles    substances migrating from printing inks to food or food simulants,"""Visit the link for more information""",https://freepub.edqm.eu/publications/46/detail,
EDQM,EDQM Publication,Metal release from enamelware,"""Visit the link for more information""",https://freepub.edqm.eu/publications/47/detail,
EDQM,EDQM Publication,Newsletter Transplant (archive),"""Visit the link for more information""",https://freepub.edqm.eu/publications/48/detail,
EDQM,EDQM Publication,Understanding post-mortem blood testing practices for tissue donation,"""Visit the link for more information""",https://freepub.edqm.eu/publications/49/detail,
EDQM,EDQM Publication,Novel in vitro model as alternative to in vivo toxoid vaccines testing: Clostridium septicum vaccine as proof of concept,"""Visit the link for more information""",https://freepub.edqm.eu/publications/50/detail,
EDQM,EDQM Publication,Blood Supply Contingency and Emergency Plan (B-SCEP) Project,"""Visit the link for more information""",https://freepub.edqm.eu/publications/51/detail,
EDQM,EDQM Publication,Tissue donation. Everything you need to know,"""Visit the link for more information""",https://freepub.edqm.eu/publications/52/detail,
EDQM,EDQM Publication,Optimal treatment of haemophilia,"""Visit the link for more information""",https://freepub.edqm.eu/publications/53/detail,
EDQM,EDQM Publication,MiRCA: EDQM Microbiological Risk of Contamination Assessment tool,"""Visit the link for more information""",https://freepub.edqm.eu/publications/54/detail,
EDQM,EDQM Publication,Variant Creutzfeldt  Jakob disease: deferral criteria for blood donors in European countries,"""Visit the link for more information""",https://freepub.edqm.eu/publications/55/detail,
EDQM,EDQM Publication,Corneal transplants     All you need to know,"""Visit the link for more information""",https://freepub.edqm.eu/publications/57/detail,
EDQM,EDQM Publication,EuroGTP II guide,"""Visit the link for more information""",https://freepub.edqm.eu/publications/58/detail,
EDQM,EDQM Publication,The implementation of pharmaceutical care in daily practice in SEEHN member states. Survey report,"""Visit the link for more information""",https://freepub.edqm.eu/publications/59/detail,
EDQM,EDQM Publication,Guidance to disseminate the deliverables related to pharmaceuticals and pharmaceutical care,"""Visit the link for more information""",https://freepub.edqm.eu/publications/60/detail,
EDQM,EDQM Publication,Metals and alloys used in food contact materials and articles,"""Visit the link for more information""",https://freepub.edqm.eu/publications/61/detail,
EDQM,EDQM Publication,Guidelines on Medication Review,"""Visit the link for more information""",https://freepub.edqm.eu/publications/62/detail,
