ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
ISPE,ISPE Guidance,Baseline Guide Vol 4: Water & Steam Systems 3rd Edition,"The ISPE Baseline Guide Water and Steam Systems (Third Edition)aims to assist with the design, construction, operation, and lifecycle management of new and existing water and steam systems. It is intended to help meet Good Manufacturing Practices (GMPs) and comply with regulations and related guidance.  This latest version describes new variations in the European Pharmacopoeia for the manufacture of Water for Injection by methods other than distillation. Additional changes include discussions on the global harmonization of water quality attributes, comprehensive pretreatment design, rapid microbial monitoring, ozone for ambient sanitization, and membrane technologies. This version is aligned with the ISPE Baseline Guide: Commissioning and Qualification (Second Edition). The Guide was written by a global team of critical utilities experts with a combined experience of more than 500 years. Much of the team responsible for the earlier versions of the Water and Steam Systems Baseline Guide returned to contribute to the revised Guide, providing continuity and longevity of vision to the Guide’s contents.",https://ispe.org/publications/guidance-documents/baseline-guide-vol-4-water-steam-systems-3rd-edition,
ISPE,ISPE Guidance,Baseline Guide Vol 5: Commissioning & Qualification 2nd Edition,"The ISPE Baseline  Guide: Commissioning and Qualification (Second Edition)provides practical guidance on the implementation of a science and risk-based approach for theCommissioning and Qualification(C&Q) of pharmaceutical manufacturing facilities, systems, utilities, and equipment to demonstrate that they are suitable for the intended purpose. The process described in this Guide supports the application of science and risk management approaches, a focus on product and process understanding, and the application of Quality by Design concepts. This Guide intends to offer a compliant, integrated C&Q approach to making the qualification process efficient and cost-effective. This approach includes a System Risk Assessment process that identifies Critical Aspects and Critical Design Elements. This Guide recognizes industry best practices regarding C&Q and presents concepts that can assist organizations in meeting current regulatory expectations for system qualification. This Guide discusses key topics that are essential to an integrated C&Q effort, such as: The intent of this revision to the Guide is to help the pharmaceutical industry simplify and improve the C&Q process by bringing the “best of the best” together into one document. This Guide also combines concepts from regulatory guidances (e.g., from EMA, FDA, ISO). Certain aspects of the C&Q approach described in the previous edition of this Guide are retired and replaced with Quality Risk Management and Good Engineering Practice concepts. The  ISPE Baseline  Guide: Commissioning and Qualification (Second Edition) replaces the following guides: The  ISPE C&Q Community of Practice formed a Task Team of industry SMEs to prepare example deliverable documents that apply the concepts presented in  ISPE Baseline  Guide: Commissioning and Qualification (Second Edition). The example document packages include User Requirements Specification, System Risk Assessment, Design Qualification, and Acceptance and Release Report (excluding test scripts) for a Single-Use Bioreactor, Primary Packaging for a Tablet Blister Pack, and Secondary Packing of the Tablet Blisters. These examples are a supplement to those already included in the Baseline Guide Appendices. The Quality Risk Management C&Q process establishes the focus for systems and equipment being suitable for the intended purpose and qualified to support PQ and PPQ (as applicable). It establishes the appropriate level of Quality oversight, through the preparation of these key deliverable documents, along with owner, SME, and Quality unit approvals. The formats shown in the example documents are suggestions for how to compile these deliverables. The example content, presented across the different documents, provides an approach that is efficient, repeatable, and error proof. The approach shown should be modified for use as directed by each company’s procedures and documentation practices.",https://ispe.org/publications/guidance-documents/baseline-guide-vol-5-commissioning-qualification-2nd-edition,
ISPE,ISPE Guidance,Baseline Guide Vol 6: Biopharmaceutical Manufacturing Facilities 3rd Edition,"The biopharmaceutical industry has adapted to reflect available technologies such as single-use technologies and modular construction methodologies, products with more focused patient populations, evolving regulatory conditions, unrelenting pressures on costs, and increased focus on robust product supply while maintaining high-quality standards. This Guide presents concepts that reflect how these changes affect biopharmaceutical manufacturing facilities without sacrificing product quality, by reducing risk and enhancing the manufacturing control strategy. This third edition of the   ISPE Baseline Guide: Biopharmaceutical Manufacturing Facilities intends to further reinforce the concepts described in the second edition of the Guide, provide examples of how these concepts can be put into practice, and detail the value and benefits of the approaches described. In addition, this revision includes new topics and details regarding Quality Risk Management (QRM), Contamination Control Strategies (CCS), and the impact of closed processes on facility design. The globally recognized concepts around product protection, driven by aseptic and low bioburden practices and closed system designs, provide the foundation for a risk-based approach that examines the relationship between product, process, and facility. This Guide is intended to provide individuals and teams with the tools to make informed decisions about layouts, area classifications, segregation strategies, project delivery approaches, and operational approaches, all aimed at creating compliant, cost-effective biomanufacturing facility assets. For the full list of contributors to this Guide seeGuidance Document Teams",https://ispe.org/publications/guidance-documents/baseline-guide-vol-6-biopharmaceutical-manufacturing-facilities-3rd-edition,
ISPE,ISPE Guidance,Baseline Guide Vol 7: Risk-Based Manufacture of Pharma Products 2nd Edition,"The ISPE Baseline Guide: Risk-Based Manufacture of Pharmaceutical Products(Risk-MaPP) Second Edition provides a scientific risk-based approach, based on ICH Q9 Quality Risk Management, formanaging the risk of cross-contaminationwithin shared facilities. Risk management processes should be used to determine and document reasonable and acceptable risk, in order to maintain product quality and operator safety and to satisfy regulatory requirements. The  ISPE Baseline Guide: Risk-Based Manufacture of Pharmaceutical Products (Risk-MaPP) Second Edition provides a process that allows manufacturers to assess risk and determine wherecontrol strategiesare necessary to meet acceptable limits forcross-contamination. The control strategies to manage risk can vary from administrative to full dedication or segregation. Typically, some combination of control strategies may be necessary. This Guide is intended to provide a consistent approach on setting acceptable limits to assess the potential of cross-contamination, thus enabling implementation of appropriate controls to facilitate safe and affordable drug product manufacturing. The revision to the  ISPE Baseline Guide: Risk-Based Manufacture of Pharmaceutical Products (Risk-MaPP) Second Edition acknowledges that the overall principles presented in the first edition are still valid, but includes several changes to support ongoing developments:",https://ispe.org/publications/guidance-documents/risk-mapp-management-plan,
ISPE,ISPE Guidance,Baseline Guide Vol 8: Pharma 4.0 1st Edition,"Applying emerging and digital technologies can lead to more robust and flexible manufacturing processes. This can help the pharmaceutical industry respond to drug shortages, reduce interruptions in the production and delivery of medicines, and ensure consistent clinical performance of products. With the influx of new technologies on the plant floor and in the flow of work, the industry must think progressively about how organizations will work in the future. Organizations seeking to transform will embrace new technologies, move to a true end-to-end focus for their products and processes, and engage and utilize their people in new ways. Such an approach requires a systematic, systemic, and holistic transformation of the organization and its people. However, implementing digital technologies and initiating successful digitalization projects is a challenging process. Research indicates that most organizations do not achieve their transformation objectives, and those who do have difficulty sustaining their successes.1The  ISPE Baseline  Guide: Pharma 4.0™ provides the structural capabilities framework needed for realizing successful and lasting transformations. It contains tools and advice for companies in achieving their digitization and financial goals while maintaining/improving product quality and meeting regulatory requirements and expectations. In addition, this Guide outlines various starting points, prerequisites, governance structures, and strategies for achieving transformational success tailored to an organization’s size, risk tolerance, flexibility, and maturity level. The Industrial Digital Transformation is more than just an approach to implement digital technologies; it is a shift in mindset and a fundamental shift in the way companies operate their business to deliver value for patients and customers. Smart organizations will not only have capabilities but will also be highly adaptable. The Guide covers all areas of transformation including the benefits of a holistic control strategy, opportunities opened by digital transformation in quality management, and the foundational processes and principles for interconnected plant architecture. It includes organizational change management practices to help workers adapt to confounding challenges from new technologies and acquire the necessary skills to thrive in a changing culture. Readers will discover strategies that are revolutionizing facility design including simulation and virtualization are presented. The Guide is a repository of technology definitions and technical principles, containing 35 real-world case studies to guide organizations exploring similar digital transformation opportunities. And to help organizations monitor their transformation journey progress, the Guide presents the Pharma 4.0 Maturity Model and Assessment Tool. The  ISPE Baseline Guide: Pharma 4.0™ is a valuable resource for any size company to begin, reinvigorate, or advance their transformation journey. For the full list of contributors to this Guide seeGuidance Document Teams",https://ispe.org/publications/guidance-documents/baseline-guide-vol-8-pharma-40-1st-edition,
ISPE,ISPE Guidance,Comprehensive Guide to Clinical Materials,"The Guide is designed to provide a valuable tool for the development of in-house training sessions for advanced training, building on the topics covered in the earlier Introductory US Clinical Trial Materials Training Guide. It may be used in a classroom setting and then by attendees to gain a more in-depth knowledge and as reference source for future use.",https://ispe.org/publications/guidance-documents/ispe-comprehensive-guide-clinical-materials,
ISPE,ISPE Guidance,D/A/CH Affiliate: WFI Handbook (English Translation),"The ISPE D/A/C/H Affiliate Handbook: Production of Water for Injection without Distillationwas first published by the  ISPE Germany/Austria/Switzerland (D/A/CH) Affiliate in March 2019 in German and has been translated into English. This Handbook has been prepared by authors exclusively from Europe and focuses on a European perspective on WFI production by non-distillation methods, however non-European regulations are mentioned to provide additional context. In the future, an additional global perspective is planned to be published by  ISPE. The publication of the revised European Pharmacopoeia Monograph on the Production of Water for Injections (WFI) in April 2017 was the result of decades of discussions and analysis. Prior to this revision, distillation was the final step in WFI production. The European Medicines Agency also published a Q&A document that incorporates additional requirements on the production of ambient WFI systems. This  ISPE Handbook presents membrane processes as an alternative to distillation for the production of WFI, offering regulatory compliance with technical and operational feasibility practices. The  ISPE D/A/CH water experts created this Handbook to give clear advice on good control strategies for ambient WFI systems. The Handbook includes: Different aspects are evaluated in the risk discussion chapter of the Handbook, including traditional distillation methods and new processes. Specifically, the publication examines risk based on: The Handbook includes many tables, diagrams, pictures, and references. It can support pharmaceutical companies around the world in setting up a suitable control strategy for ambient WFI systems. In addition, it can help companies determine the most suitable process when building a new WFI system.",https://ispe.org/publications/guidance-documents/products/dach-affiliate-wfi-handbook-english-translation,
ISPE,ISPE Guidance,GAMP 5 Guide 2nd Edition,"GAMP aims to deliver a cost-effective framework of good practice to ensure that computerized systems are effective and of high quality, fit for intended use, and compliant with applicable regulations. Maintaining the principles and framework of the first edition,  ISPE GAMP  5: A Risk-Based Approach to Compliant GxP Computerized Systems (Second Edition) updates their application in the modern world including the increased importance of service providers, evolving approaches to software development, and expanded use of software tools and automation. It highlights the use of critical thinking by knowledgeable and experienced SMEs to define appropriate approaches. The  ISPE GAMP Community of Practice (CoP) performs regular ongoing assessments and reviews of GAMP knowledge against current practices and regulatory and technology developments.  ISPE GAMP 5 (Second Edition) therefore embraces and reflects: Furthermore, this Guide highlights the importance of applying “critical thinking” by knowledgeable and experienced SMEs when defining the appropriate approach for specific circumstances. Discussion of current FDA activity on Computer Software Assurance (CSA) approaches and clear links to  ISPE/GAMP guidance on Data Integrity (DI) have been added. The Appendices have been expanded to incorporate new and evolving topics in the life sciences industry such as blockchain, Artificial Intelligence/Machine Learning (AI/ML), cloud computing, and Open-Source Software (OSS). This Guide is intended for use by regulated companies, suppliers, and regulators. Suppliers include providers of software, hardware, equipment, system integration services, IT service providers, and IT support services, both internal and external to the regulated company. ",https://ispe.org/publications/guidance-documents/gamp-5-guide-2nd-edition,
ISPE,ISPE Guidance,GAMP Good Practice Guide: Calibration Management 2nd Edition,"TheGAMP Good Practice Guide: A Risk-Based Approach to Calibration Management (Second Edition)provides guidance in setting up a calibration management system, which will give a structured approach to instrument risk assessment, calibration program management, documentation, and corrective actions, essential to regulatory compliance. The Second Edition was updated to address the changing environment, while still satisfying international GxP regulatory expectations, current at time of publication. The scope has been widened to include related industries, laboratory, and analytical instrumentation.",https://ispe.org/publications/guidance-documents/gamp-good-practice-guide-calibration-management,
ISPE,ISPE Guidance,GAMP Good Practice Guide: Computerized GCP Systems & Data 2nd Edition,"Advances in digital health, increased regulatory scrutiny, and the integration of new technologies such as artificial intelligence and new models such as decentralized trials have been accelerated by the COVID 19 pandemic. In light of this, the content of the  ISPE GAMP  Good Practice Guide: Validation and Compliance of Computerized GCP Systems and DataGood eClinical Practice (Second Edition) has been significantly expanded to foster a robust validation framework to help support the integrity and efficiency of clinical trials. The Guide discusses the increased complexity of hybrid or participant-centric decentralized trials. The Guide offers best practices for managing this complexity, which is caused by various factors such as a greater reliance on contractor/subcontractor processes and the use of participant-owned digital health technologies and devices (for example, a smart phone). The benefits and challenges of using open-source software have been added in this revision. The use of data science and AI-enabled systems is covered in some depth, building on the  ISPE GAMP  5: A Risk-Based Approach to Compliant GxP Computerized Systems (Second Edition). Aspects specific to clinical trials considered are the nature of learning from data, human oversight and control, avoiding potential bias in model results, avoidance of harm, and transparency and human-machine interaction. The appendix on real world data/real world evidence discusses key challenges such as ensuring data quality and standardization, and protecting patient privacy by implementing robust data anonymization and stringent security measures. Additionally, guidance on data privacy (for both trial participants and sponsor/service provider personnel) and good clinical laboratory practices has been expanded. Included in this revision is an example supplier assessment questionnaire (Assessment of Clinical Site Systems). In a structured way, the  ISPE GAMP  Good Practice Guide: Validation and Compliance of Computerized GCP Systems and DataGood eClinical Practice (Second Edition) discusses the processes involved in clinical studies, highlighting the unique challenges to collecting data by investigators that is later processed and analyzed by sponsors and/or suppliers. It then provides validation approaches for the varied systems used in each process. Additionally, suggestions are offered for developing common systems applicable to multiple studies to minimize customization while meeting the unique needs of the individual project that is a clinical study. The goal of the Guide remains the same: to provide a comprehensive framework that supports effective and efficient validation of computer systems used in GCP environments, thereby safeguarding the rights, safety, and well-being of trial participants while ensuring the credibility and reliability of clinical data. For the full list of contributors to this Guide seeGuidance Document Teams",https://ispe.org/publications/guidance-documents/gamp-good-practice-guide-computerized-gcp-systems-data-2nd-edition,
