ASD Acronym,Designation,Title of Standard,Abstract,Link
ISO,ISO 10161-1:2014,Information and documentation  Open Systems Interconnection  Interlibrary Loan Application Protocol Specification  Part 1: Protocol specification,,https://www.iso.org/standard/66170.html
ISO,ISO 10161-2:2014,Information and documentation  Open Systems Interconnection  Interlibrary Loan Application Protocol Specification  Part 2: Protocol implementation conformance statement (PICS) proforma,,https://www.iso.org/standard/66171.html
ISO,ISO 10191:2021,Passenger car tyres  Verifying tyre capabilities  Laboratory test methods,,https://www.iso.org/standard/78727.html
ISO,ISO 10210:2012,Plastics  Methods for the preparation of samples for biodegradation testing of plastic materials,,https://www.iso.org/standard/45851.html
ISO,ISO 10227:1996,Human/human surrogate impact (single shock) testing and evaluation  Guidance on technical aspects,,https://www.iso.org/standard/18260.html
ISO,ISO 10229:1994,Water quality  Determination of the prolonged toxicity of substances to freshwater fish  Method for evaluating the effects of substances on the growth rate of rainbow trout (Oncorhynchus mykiss Walbaum (Teleostei Salmonidae)),,https://www.iso.org/standard/18265.html
ISO,ISO 10231:2025,Motorcycle tyres  Test methods for verifying tyre capabilities,,https://www.iso.org/standard/87303.html
ISO,ISO 10236:1995,Carbonaceous materials for the production of aluminium  Green coke and calcined coke for electrodes  Determination of bulk density (tapped),,https://www.iso.org/standard/18273.html
ISO,ISO 10237:1997,Carbonaceous materials for use in the production of aluminium  Calcined coke  Determination of residual-hydrogen content,,https://www.iso.org/standard/18274.html
ISO,ISO 10238:1999,Carbonaceous materials used in the production of aluminium  Pitch for electrodes  Determination of sulfur content by an instrumental method,,https://www.iso.org/standard/18275.html
ISO,ISO 10244:2010,Document management  Business process baselining and analysis,,https://www.iso.org/standard/45935.html
ISO,ISO 10253:2024,Water quality  Marine algal growth inhibition test with Skeletonema sp. and Phaeodactylum tricornutum,,https://www.iso.org/standard/85458.html
ISO,ISO 10256-1:2024,Protective equipment for use in ice hockey  Part 1: General requirements,,https://www.iso.org/standard/81482.html
ISO,ISO 10256-2:2024,Protective equipment for use in ice hockey  Part 2: Head protectors for skaters,,https://www.iso.org/standard/81486.html
ISO,ISO 10256-3:2024,Protective equipment for use in ice hockey  Part 3: Face and eye protectors for skaters,,https://www.iso.org/standard/81487.html
ISO,ISO 10256-4:2024,Protective equipment for use in ice hockey  Part 4: Head and face protectors for goalkeepers,,https://www.iso.org/standard/81488.html
ISO,ISO 10256-5:2017,Protective equipment for use in ice hockey  Part 5: Neck laceration protectors for ice hockey players,,https://www.iso.org/standard/65010.html
ISO,ISO 10260:1992,Water quality  Measurement of biochemical parameters  Spectrometric determination of the chlorophyll-a concentration,,https://www.iso.org/standard/18300.html
ISO,ISO 10271:2020,Dentistry  Corrosion test methods for metallic materials,,https://www.iso.org/standard/73445.html
ISO,ISO 10272-1:2017 /Amd 1:2023,Microbiology of the food chain  Horizontal method for detection and enumeration of Campylobacter spp.  Part 1: Detection method  Amendment 1: Inclusion of methods for molecular confirmation and identification of thermotolerant Campylobacter spp. the use of growth supplement in Preston broth and changes in the performance testing of culture media,,https://www.iso.org/standard/77639.html
ISO,ISO 10272-2:2017 /Amd 1:2023,Microbiology of the food chain  Horizontal method for detection and enumeration of Campylobacter spp.  Part 2: Colony-count technique  Amendment 1: Inclusion of methods for molecular confirmation and identification of thermotolerant Campylobacter spp. and changes in the performance testing of culture media,,https://www.iso.org/standard/77640.html
ISO,ISO 10273:2017,Microbiology of the food chain  Horizontal method for the detection of pathogenic Yersinia enterocolitica,,https://www.iso.org/standard/63329.html
ISO,ISO 10282:2023,Single-use sterile rubber surgical gloves  Specification,,https://www.iso.org/standard/80474.html
ISO,ISO 10294-5:2005,Fire resistance tests  Fire dampers for air distribution systems  Part 5: Intumescent fire dampers,,https://www.iso.org/standard/37675.html
ISO,ISO 10295-1:2007,Fire tests for building elements and components  Fire testing of service installations  Part 1: Penetration seals,,https://www.iso.org/standard/45503.html
ISO,ISO 10295-2:2009 /Cor 1:2009,Fire tests for building elements and components  Fire testing of service installations  Part 2: Linear joint (gap) seals  Technical Corrigendum 1,,https://www.iso.org/standard/54027.html
ISO,ISO 10298:2018 /Amd 1:2021,Gas cylinders  Gases and gas mixtures  Determination of toxicity for the selection of cylinder valve outlets  Amendment 1,,https://www.iso.org/standard/81927.html
ISO,ISO 10301:1997,Water quality  Determination of highly volatile halogenated hydrocarbons  Gas-chromatographic methods,,https://www.iso.org/standard/18345.html
ISO,ISO 10303-101:2025,Industrial automation systems and integration  Product data representation and exchange  Part 101: Integrated application resource: Draughting,,https://www.iso.org/standard/91388.html
ISO,ISO 10303-113:2025,Industrial automation systems and integration  Product data representation and exchange  Part 113: Integrated application resource: Mechanical features,,https://www.iso.org/standard/91389.html
ISO,ISO 10303-242:2025,Industrial automation systems and integration  Product data representation and exchange  Part 242: Application protocol: Managed model-based 3D engineering,,https://www.iso.org/standard/84300.html
ISO,ISO 10303-41:2025,Industrial automation systems and integration  Product data representation and exchange  Part 41: Integrated generic resource: Fundamentals of product description and support,,https://www.iso.org/standard/91380.html
ISO,ISO 10303-42:2025,Industrial automation systems and integration  Product data representation and exchange  Part 42: Integrated generic resource: Geometric and topological representation,,https://www.iso.org/standard/91386.html
ISO,ISO 10303-47:2025,Industrial automation systems and integration  Product data representation and exchange  Part 47: Integrated generic resource: Shape variation tolerances,,https://www.iso.org/standard/91387.html
ISO,ISO 10303-62:2025,Industrial automation systems and integration  Product data representation and exchange  Part 62: Integrated generic resource: Equivalence validation of product data,,https://www.iso.org/standard/86073.html
ISO,ISO 10304-1:2007 /Cor 1:2010,Water quality  Determination of dissolved anions by liquid chromatography of ions  Part 1: Determination of bromide chloride fluoride nitrate nitrite phosphate and sulfate  Technical Corrigendum 1,,https://www.iso.org/standard/56509.html
ISO,ISO 10304-3:1997,Water quality  Determination of dissolved anions by liquid chromatography of ions  Part 3: Determination of chromate iodide sulfite thiocyanate and thiosulfate,,https://www.iso.org/standard/20651.html
ISO,ISO 10304-4:2022,Water quality  Determination of dissolved anions by liquid chromatography of ions  Part 4: Determination of chlorate chloride and chlorite in water with low contamination,,https://www.iso.org/standard/81538.html
ISO,ISO 10312:2019,Ambient air  Determination of asbestos fibres  Direct transfer transmission electron microscopy method,,https://www.iso.org/standard/75577.html
ISO,ISO 10313:1993 /Amd 1:2024,Ambient air  Determination of the mass concentration of ozone  Chemiluminescence method  Amendment 1: Consensus value for the ozone absorption cross-section at room temperature at the mercury-line wavelength (25365 nm air),,https://www.iso.org/standard/87237.html
ISO,ISO 10322-1:2016,Ophthalmic optics  Semi-finished spectacle lens blanks  Part 1: Specifications for single-vision and multifocal lens blanks,,https://www.iso.org/standard/62496.html
ISO,ISO 10322-2:2016,Ophthalmic optics  Semi-finished spectacle lens blanks  Part 2: Specifications for progressive-power and degressive-power lens blanks,,https://www.iso.org/standard/62495.html
ISO,ISO 10323:2013,Dentistry  Bore diameters for rotary instruments such as discs and wheels,,https://www.iso.org/standard/55278.html
ISO,ISO 10326-1:2016,Mechanical vibration  Laboratory method for evaluating vehicle seat vibration  Part 1: Basic requirements,,https://www.iso.org/standard/67659.html
ISO,ISO 10326-2:2022,Mechanical vibration  Laboratory method for evaluating vehicle seat vibration  Part 2: Application to railway vehicles,,https://www.iso.org/standard/76368.html
ISO,ISO 10326-3:2024,Mechanical vibration  Laboratory method for evaluating vehicle seat vibration  Part 3: Specification of dynamic dummies for Z-axis motion,,https://www.iso.org/standard/74636.html
ISO,ISO 10327:2014,Air cargo  Main deck containers  Design and testing,,https://www.iso.org/standard/62015.html
ISO,ISO 10328:2016,Prosthetics  Structural testing of lower-limb prostheses  Requirements and test methods,,https://www.iso.org/standard/70205.html
ISO,ISO 10333-1:2000 /Amd 1:2002,Personal fall-arrest systems  Part 1: Full-body harnesses  Amendment 1,,https://www.iso.org/standard/35154.html
ISO,ISO 10333-2:2000,Personal fall-arrest systems  Part 2: Lanyards and energy absorbers,,https://www.iso.org/standard/27276.html
ISO,ISO 10333-3:2000,Personal fall-arrest systems  Part 3: Self-retracting lifelines,,https://www.iso.org/standard/33159.html
ISO,ISO 10333-4:2002,Personal fall-arrest systems  Part 4: Vertical rails and vertical lifelines incorporating a sliding-type fall arrester,,https://www.iso.org/standard/33821.html
ISO,ISO 10333-5:2001,Personal fall-arrest systems  Part 5: Connectors with self-closing and self-locking gates,,https://www.iso.org/standard/27279.html
ISO,ISO 10333-6:2004,Personal fall-arrest systems  Part 6: System performance tests,,https://www.iso.org/standard/31204.html
ISO,ISO 10334:1994,Implants for surgery  Malleable wires for use as sutures and other surgical applications,,https://www.iso.org/standard/18385.html
ISO,ISO 10341:2012,Ophthalmic instruments  Refractor heads,,https://www.iso.org/standard/61824.html
ISO,ISO 10342:2010,Ophthalmic instruments  Eye refractometers,,https://www.iso.org/standard/54964.html
ISO,ISO 10343:2014,Ophthalmic instruments  Ophthalmometers,,https://www.iso.org/standard/59705.html
ISO,ISO 10348:1993,Photography  Processing wastes  Determination of silver content,,https://www.iso.org/standard/18405.html
ISO,ISO 10350-1:2025,Plastics  Acquisition and presentation of comparable single-point data  Part 1: Moulding materials,,https://www.iso.org/standard/85826.html
ISO,ISO 10350-2:2020,Plastics  Acquisition and presentation of comparable single-point data  Part 2: Long-fibre-reinforced plastics,,https://www.iso.org/standard/70315.html
ISO,ISO 10352:2020,Fibre-reinforced plastics  Moulding compounds and prepregs  Determination of mass per unit area and fibre mass per unit area,,https://www.iso.org/standard/70572.html
ISO,ISO 10354:1992,Adhesives  Characterization of durability of structural-adhesive-bonded assemblies  Wedge rupture test,,https://www.iso.org/standard/18411.html
ISO,ISO 10359-1:1992,Water quality  Determination of fluoride  Part 1: Electrochemical probe method for potable and lightly polluted water,,https://www.iso.org/standard/18416.html
ISO,ISO 10359-2:1994,Water quality  Determination of fluoride  Part 2: Determination of inorganically bound total fluoride after digestion and distillation,,https://www.iso.org/standard/18417.html
ISO,ISO 10363:1992,Hot-melt adhesives  Determination of thermal stability,,https://www.iso.org/standard/18423.html
ISO,ISO 10364:2024,Structural adhesives  Determination of the pot life (working life) of multi-component adhesives,,https://www.iso.org/standard/82747.html
ISO,ISO 10365:2022,Adhesives  Designation of main failure patterns,,https://www.iso.org/standard/80800.html
ISO,ISO 10368:2006,Freight thermal containers  Remote condition monitoring,,https://www.iso.org/standard/36595.html
ISO,ISO 10374:1991 /Amd 1:1995,Freight containers  Automatic identification  Amendment 1,,https://www.iso.org/standard/20452.html
ISO,ISO 10377:2013,Consumer product safety  Guidelines for suppliers,,https://www.iso.org/standard/45967.html
ISO,ISO 10383:2012,Securities and related financial instruments  Codes for exchanges and market identification (MIC),,https://www.iso.org/standard/61067.html
ISO,ISO 10390:2021,Soil treated biowaste and sludge  Determination of pH,,https://www.iso.org/standard/75243.html
ISO,ISO 10393:2013,Consumer product recall  Guidelines for suppliers,,https://www.iso.org/standard/45968.html
ISO,ISO 10394:2023,Dentistry  Designation system for supernumerary teeth,,https://www.iso.org/standard/83669.html
ISO,ISO 10396:2007,Stationary source emissions  Sampling for the automated determination of gas emission concentrations for permanently-installed monitoring systems,,https://www.iso.org/standard/39508.html
ISO,ISO 10397:1993,Stationary source emissions  Determination of asbestos plant emissions  Method by fibre count measurement,,https://www.iso.org/standard/18458.html
ISO,ISO 10398:1998,Rubber  Identification of accelerators in cured and uncured compounds,,https://www.iso.org/standard/18459.html
ISO,ISO 10406-1:2025,Fibre-reinforced polymer (FRP) reinforcement of concrete  Test methods  Part 1: FRP bars,,https://www.iso.org/standard/84321.html
ISO,ISO 10406-2:2025,Fibre-reinforced polymer (FRP) reinforcement of concrete  Test methods  Part 2: FRP sheets,,https://www.iso.org/standard/84320.html
ISO,ISO 10406-3:2019,Fibre-reinforced polymer (FRP) reinforcement of concrete  Test methods  Part 3: CFRP strips,,https://www.iso.org/standard/72162.html
ISO,ISO 10406-4:2025,Fibre-reinforced polymer (FRP) reinforcement of concrete  Test methods  Part 4: FRP grids,,https://www.iso.org/standard/86242.html
ISO,ISO 1041:1973,Essential oils  Determination of freezing point,,https://www.iso.org/standard/5518.html
ISO,ISO 1043-1:2011 /Amd 1:2016,Plastics  Symbols and abbreviated terms  Part 1: Basic polymers and their special characteristics  Amendment 1: New symbol ST for syndiotactic,,https://www.iso.org/standard/65280.html
ISO,ISO 1043-2:2011,Plastics  Symbols and abbreviated terms  Part 2: Fillers and reinforcing materials,,https://www.iso.org/standard/52829.html
ISO,ISO 1043-3:2016,Plastics  Symbols and abbreviated terms  Part 3: Plasticizers,,https://www.iso.org/standard/61140.html
ISO,ISO 10439-1:2015,Petroleum petrochemical and natural gas industries  Axial and centrifugal compressors and expander-compressors  Part 1: General requirements,,https://www.iso.org/standard/56883.html
ISO,ISO 10439-2:2015,Petroleum petrochemical and natural gas industries  Axial and centrifugal compressors and expander-compressors  Part 2: Non-integrally geared centrifugal and axial compressors,,https://www.iso.org/standard/56884.html
ISO,ISO 10439-3:2015,Petroleum petrochemical and natural gas industries  Axial and centrifugal compressors and expander-compressors  Part 3: Integrally geared centrifugal compressors,,https://www.iso.org/standard/56885.html
ISO,ISO 10439-4:2015,Petroleum petrochemical and natural gas industries  Axial and centrifugal compressors and expander-compressors  Part 4: Expander-compressors,,https://www.iso.org/standard/56886.html
ISO,ISO 10451:2010,Dentistry  Contents of technical file for dental implant systems,,https://www.iso.org/standard/51071.html
ISO,ISO 10454:2025,Truck and bus tyres  Verifying tyre capabilities  Laboratory test methods,,https://www.iso.org/standard/87353.html
ISO,ISO 10473:2000,Ambient air  Measurement of the mass of particulate matter on a filter medium  Beta-ray absorption method,,https://www.iso.org/standard/32943.html
ISO,ISO 10477:2020,Dentistry  Polymer-based crown and veneering materials,,https://www.iso.org/standard/80007.html
ISO,ISO 10498:2004,Ambient air  Determination of sulfur dioxide  Ultraviolet fluorescence method,,https://www.iso.org/standard/38904.html
ISO,ISO 10499-1:2019,Industrial tyres and rims  Rubber solid tyres (metric series) for pneumatic tyre rims  Part 1: Designation dimensions and marking,,https://www.iso.org/standard/73653.html
ISO,ISO 10499-2:1998,Industrial tyres and rims  Rubber solid tyres (metric series) for pneumatic tyre rims  Part 2: Load ratings,,https://www.iso.org/standard/2684.html
ISO,ISO 10500:1991,Industrial tyres and rims  Cylindrical and conical base rubber solid tyres (metric series)  Designation dimensions and marking,,https://www.iso.org/standard/18569.html
ISO,ISO 10502:2012,Aerospace  Hose assemblies in polytetrafluoroethylene (PTFE) for use up to 232 C and 10 500 kPa  Technical specifications and requirements,,https://www.iso.org/standard/51714.html
ISO,ISO 10523:2008,Water quality  Determination of pH,,https://www.iso.org/standard/51994.html
ISO,ISO 10524-1:2018 /Amd 1:2023,Pressure regulators for use with medical gases  Part 1: Pressure regulators and pressure regulators with flow-metering devices  Amendment 1,,https://www.iso.org/standard/86102.html
ISO,ISO 10524-2:2018,Pressure regulators for use with medical gases  Part 2: Manifold and line pressure regulators,,https://www.iso.org/standard/66690.html
ISO,ISO 10524-3:2019,Pressure regulators for use with medical gases  Part 3: Pressure regulators integrated with cylinder valves (VIPRs),,https://www.iso.org/standard/66691.html
ISO,ISO 10524-4:2008,Pressure regulators for use with medical gases  Part 4: Low-pressure regulators,,https://www.iso.org/standard/41931.html
ISO,ISO 10528:1995,Textiles  Commercial laundering procedure for textile fabrics prior to flammability testing,,https://www.iso.org/standard/18597.html
ISO,ISO 10530:1992,Water quality  Determination of dissolved sulfide  Photometric method using methylene blue,,https://www.iso.org/standard/18599.html
ISO,ISO 10531:1992,Packaging  Complete filled transport packages  Stability testing of unit loads,,https://www.iso.org/standard/18600.html
ISO,ISO 10535:2021,Assistive products  Hoists for the transfer of persons  Requirements and test methods,,https://www.iso.org/standard/72711.html
ISO,ISO 10542-1:2012 /Cor 1:2013,Technical systems and aids for disabled or handicapped persons  Wheelchair tiedown and occupant-restraint systems  Part 1: Requirements and test methods for all systems  Technical Corrigendum 1,,https://www.iso.org/standard/64122.html
ISO,ISO 10551:2019,Ergonomics of the physical environment  Subjective judgement scales for assessing physical environments,,https://www.iso.org/standard/67186.html
ISO,ISO 10555-1:2023,Intravascular catheters  Sterile and single-use catheters  Part 1: General requirements,,https://www.iso.org/standard/76494.html
ISO,ISO 10555-3:2013,Intravascular catheters  Sterile and single-use catheters  Part 3: Central venous catheters,,https://www.iso.org/standard/57382.html
ISO,ISO 10555-4:2023,Intravascular catheters  Sterile and single-use catheters  Part 4: Balloon dilatation catheters,,https://www.iso.org/standard/76495.html
ISO,ISO 10555-5:2013,Intravascular catheters  Sterile and single-use catheters  Part 5: Over-needle peripheral catheters,,https://www.iso.org/standard/54885.html
ISO,ISO 10555-6:2015 /Amd 1:2019,Intravascular catheters  Sterile and single-use catheters  Part 6: Subcutaneous implanted ports  Amendment 1,,https://www.iso.org/standard/77743.html
ISO,ISO 10555-7:2023,Intravascular catheters  Sterile and single-use catheters  Part 7: Peripherally inserted central catheters,,https://www.iso.org/standard/79137.html
ISO,ISO 10566:1994,Water quality  Determination of aluminium  Spectrometric method using pyrocatechol violet,,https://www.iso.org/standard/18651.html
ISO,ISO 10571:2024,Tyres for mobile cranes and similar specialized machines,,https://www.iso.org/standard/86023.html
ISO,ISO 10573:1995,Soil quality  Determination of water content in the unsaturated zone  Neutron depth probe method,,https://www.iso.org/standard/18658.html
ISO,ISO 10576:2022,Statistical methods  Guidelines for the evaluation of conformity with specified requirements,,https://www.iso.org/standard/78878.html
ISO,ISO 10585:1996,Information and documentation  Armenian alphabet coded character set for bibliographic information interchange,,https://www.iso.org/standard/18669.html
ISO,ISO 10586:1996,Information and documentation  Georgian alphabet coded character set for bibliographic information interchange,,https://www.iso.org/standard/18670.html
ISO,ISO 1061:1990,Plastics  Unplasticized cellulose acetate  Determination of free acidity,,https://www.iso.org/standard/5553.html
ISO,ISO 10624:1998,Oil of elemi (Canarium luzonicum Miq.),,https://www.iso.org/standard/18716.html
ISO,ISO 10628-1:2014,Diagrams for the chemical and petrochemical industry  Part 1: Specification of diagrams,,https://www.iso.org/standard/51840.html
ISO,ISO 10628-2:2012,Diagrams for the chemical and petrochemical industry  Part 2: Graphical symbols,,https://www.iso.org/standard/51841.html
ISO,ISO 1063:1974,Surface active agents  Determination of stability in hard water,,https://www.iso.org/standard/5555.html
ISO,ISO 10634:2018,Water quality  Preparation and treatment of poorly water-soluble organic compounds for the subsequent evaluation of their biodegradability in an aqueous medium,,https://www.iso.org/standard/69573.html
ISO,ISO 10637:2018,Dentistry  Central suction source equipment,,https://www.iso.org/standard/68461.html
ISO,ISO 10638:2017,Rubber  Identification of antidegradants by gas chromatography/mass spectrometry,,https://www.iso.org/standard/70336.html
ISO,ISO 1064:1974,Surface active agents  Determination of apparent density of pastes on filling,,https://www.iso.org/standard/5556.html
ISO,ISO 10640:2011,Plastics  Methodology for assessing polymer photoageing by FTIR and UV/visible spectroscopy,,https://www.iso.org/standard/46024.html
ISO,ISO 10648-1:1997,Containment enclosures  Part 1: Design principles,,https://www.iso.org/standard/2614.html
ISO,ISO 10648-2:1994,Containment enclosures  Part 2: Classification according to leak tightness and associated checking methods,,https://www.iso.org/standard/20483.html
ISO,ISO 1065:1991,Non-ionic surface-active agents obtained from ethylene oxide and mixed non-ionic surface-active agents  Determination of cloud point,,https://www.iso.org/standard/5558.html
ISO,ISO 10650:2018,Dentistry  Powered polymerization activators,,https://www.iso.org/standard/73302.html
ISO,ISO 10651-4:2023,Lung ventilators  Part 4: Particular requirements for user-powered resuscitators,,https://www.iso.org/standard/77803.html
ISO,ISO 10651-5:2006,Lung ventilators for medical use  Particular requirements for basic safety and essential performance  Part 5: Gas-powered emergency resuscitators,,https://www.iso.org/standard/35975.html
ISO,ISO 10653:1993,Light-gauge metal containers  Round open-top cans  Cans defined by their nominal gross lidded capacities,,https://www.iso.org/standard/18748.html
ISO,ISO 10654:1993,Light-gauge metal containers  Round open-top cans  Cans for liquid products with added gas defined by their nominal filling volumes,,https://www.iso.org/standard/18749.html
ISO,ISO 1066:1975,Analysis of soaps  Determination of glycerol content  Titrimetric method,,https://www.iso.org/standard/5559.html
ISO,ISO 10667-1:2020,Assessment service delivery  Procedures and methods to assess people in work and organizational settings  Part 1: Requirements for the client,,https://www.iso.org/standard/74716.html
ISO,ISO 10667-2:2020,Assessment service delivery  Procedures and methods to assess people in work and organizational settings  Part 2: Requirements for service providers,,https://www.iso.org/standard/74717.html
ISO,ISO 10668:2010,Brand valuation  Requirements for monetary brand valuation,,https://www.iso.org/standard/46032.html
ISO,ISO 1067:1974,Analysis of soaps  Determination of unsaponifiable unsaponified and unsaponified saponifiable matter,,https://www.iso.org/standard/5560.html
ISO,ISO 1068:1975,Plastics  Homopolymer and copolymer resins of vinyl chloride  Determination of compacted apparent bulk density,,https://www.iso.org/standard/5561.html
ISO,ISO 10693:1995,Soil quality  Determination of carbonate content  Volumetric method,,https://www.iso.org/standard/18781.html
ISO,ISO 10694:1995,Soil quality  Determination of organic and total carbon after dry combustion (elementary analysis),,https://www.iso.org/standard/18782.html
ISO,ISO 10695:2000,Water quality  Determination of selected organic nitrogen and phosphorus compounds  Gas chromatographic methods,,https://www.iso.org/standard/18783.html
ISO,ISO 10703:2021,Water quality  Gamma-ray emitting radionuclides  Test method using high resolution gamma-ray spectrometry,,https://www.iso.org/standard/78790.html
ISO,ISO 10704:2019,Water quality  Gross alpha and gross beta activity  Test method using thin source deposit,,https://www.iso.org/standard/70597.html
